Abbeville
Ballycanew 
Ballycannan 
Ballycastle 
Ballyclerahan 
Ballyclogh 
Ballycolla 
Ballycollin
Ballyconnell 
Ballycotteen
Ballycotton 
Ballycullane 
Ballycumber 
Ballycurrane
Ballydavid
Ballydehob 
Ballydesmond 
Ballydine
Ballydonagh
Ballydowling
Ballyduff 
Ballydurn
Ballyedmond 
Ballyeighter
Ballyfarnan 
Ballyforan 
Ballyfoyle
Ballygar 
Ballygarriff
Ballygarvan 
Ballygawley 
Ballygeary
Ballyglass
Ballygriffin
Ballyhack 
Ballyhacket
Ballyhahill 
Ballyhaise 
Ballyhale 
Ballyhaunis 
Ballyheigue 
Ballyhogue 
Ballyhooly 
Ballyhugh
Ballyjamesduff 
Ballykilleen
Ballyknock
Ballyknockan
Ballylanders 
Ballyleague
Ballyliffin 
Ballylinan 
Ballylongford 
Ballylusky
Ballymacarbry 
Ballymacoda 
Ballymahon 
Ballymakeera
Ballymore 
Ballymore Eustace 
Ballymorris
Ballymote 
Ballymount
Ballymurn 
Ballynacargy 
Ballynacarriga
Ballynaclogh
Ballynacourty
Ballynagall
Ballynagaul
Ballynahallia
Ballynahown
Ballynakill
Ballynakilla
Ballynamona
Ballynare
Ballynaskeagh
Ballyneety
Ballynew
Ballynoe 
Ballynonty 
Ballyoulster 
Ballyowen
Ballypatrick
Ballyporeen 
Ballyquin
Ballyragget 
Ballyroan 
Ballyroe 
Ballysax 
Ballyshane
Ballyshannon 
Ballysheen
Ballysimon 
Ballytarsna
Ballyteige
Ballytore 
Ballyvaughan 
Ballywilliam
Balmalloch
Balmeanach
Balmoral
Balmore
Balornock
Balranald
Balrath
Balreask
Balrothery 
Balterley
Baltimore 
Baltinglass 
Baltray 
Bamfurlong
Banagher 
Bancroft
Bandon 
Bangor Erris 
Bankhead
Bankside
Banna
Banoge
Bansha 
Banteer 
Banton
Bantry 
Barbican
Barcaldine
Barcroft
Barden
Bardsea
Barkers
Barlanark
Barland
Barling
Barming
Barmston
Barna
Barnaby
Barnadown
Barndarrig 
Barnet
Barnett
Barney
Barnfield
Barnham
Barnhill
Barnton
Barntown 
Barr
Barranagh
Barrets
Barrhill
Barroe
Barrowfield
Barrows
Barrwood
Barry's
Barsham
Bartholomew
Bartle
Bartlett's
Barugh
Bascote
Basford
Bassendean
Bassett
Bassingthorpe
Batchworth
Bateman
Bateman's
Batson
Battersby
Battersea
Batterstown
Battlefield
Baugh
Baughton
Baughurst
Bavington
Bawburgh
Bawn
Bawnmore
Baxenden
Bayble
Baybridge
Bayles
Bayley's
Baylin 
Baynard's
Bayswater
Bayton
Beachlands
Beaconhill
Beagh
Beambridge
Bearna 
Bearwood
Beasley
Beaufort 
Beaulieu 
Beaumont
Beauvale
Beazley
Beck
Beckenham
Beckett
Beckfoot
Beckford
Beckham
Beckton
Beckwith
Becontree
Bective
Beddington
Bedfont
Bedingfield
Bedlam
Bedminster
Bedwell
Beechburn
Beechcliff
Beechgrove
Beechwood
Beesby
Beeson
Beetham
Behagh
Behy
Beighton
Bekesbourne
Belah
Belan
Belcamp
Belcarra 
Belchalwell
Belclare
Belfield
Belgooly 
Belgrave
Belgravia
Belgrove
Belhaven
Bellacorick
Belladrum
Bellanaboy
Bellanagare 
Bellanode 
Bellavary 
Belle
Belleau
Bellevue
Bellew
Bellewstown
Bellfield
Bellmount
Bell's
Bellville
Belmont 
Belmullet
Belsay
Belstone
Beltra
Belturbet 
Belvedere
Belville
Belvoir
Belvue
Bemerton
Bendish
Benefield
Bengal
Benhall
Benmore
Bennan
Bennetts
Bennett's
Bennettsbridge 
Benter
Benton
Bents
Benville
Benwell
Beobridge
Bepton
Berea
Berkley
Berkshire
Bermuda
Bernards
Berriedale
Berrington
Berrow
Berryfield
Bersted
Bert
Berwyn
Besford
Besthorpe
Bestwood
Beswick
Betaghstown
Bethania
Betteshanger
Bettystown
Betws
Beverly
Bevington
Bevis
Bevois
Bewick
Bexley
Bexon
Bickerton
Bickford
Bickham
Bickleigh
Bickleton
Bickley
Biddick
Biddlestone
Bidwell
Bierley
Bigby
Biggins
Bigstone
Bilboa
Bilbrook
Billesley
Billingford
Billingsley
Billis
Bilney
Bilton
Bincombe
Bingfield
Binghamstown
Binsted
Birchfield
Birchgrove
Birchmoor
Birchwood
Birdsall
Birdwood
Birkby
Birkdale
Birkenshaw
Birks
Birley
Birling
Birr 
Birtle
Birtley
Bishopsbourne
Bishopston
Bishton
Bispham
Bitterne
Blackbrook
Blackcastle
Blackdene
Blackfriary
Blackhall
Blackhill
Blackhills
Blackhorse
Blackland
Blackley
Blacklion 
Blackmoor
Blackness
Blacknest
Blackpark
Blackrock
Blackshaw
Blacksmith's
Blackstone
Blacktop
Blackwall
Blackweir
Blackwood
Blairlogie
Blairmore
Blairs
Blake
Blakebrook
Blakeley
Blakelow
Blakenhall
Blandy
Blarney 
Blatchington
Bleatarn
Blencow
Blenheim
Blessington 
Bloomfield
Bloomsbury
Blore
Bloxworth
Bluetown
Blymhill
Blythe
Bobbingworth
Bockhampton
Bodden
Boddington
Bodham
Bofeenaun
Boggaun
Boghall
Boghead
Bogle
Bogside
Bogton
Bohemia
Boherboy
Boherbue 
Bohola 
Bois
Bolam
Boldon
Bole
Bolehill
Boley
Bolham
Bonchurch
Bond
Bondleigh
Bonehill
Bonfield
Bonham
Bonniconlon
Bonnington
Bonnyton
Bookham
Boothby
Boothville
Booton
Bopeep
Bordley
Boreland
Borgue
Borley
Boro
Borris
Borris 
Borrisokane 
Borrisoleigh 
Borrowfield
Borthwick
Borve
Bosavern
Boscombe
Bosley
Bossington
Bostall
Bosullow
Boswell
Botesdale
Botts
Boultham
Boulton
Bournes
Bovey
Bowden
Bowdon
Bower
Bowes
Bowhill
Bowmans
Bowood
Bowring
Bowthorpe
Boxley
Boycetown
Boyden
Boyle 
Boylestone
Boyne
Boynton
Boyton
Bracewell
Brackagh
Bracken
Brackenthwaite
Bracklagh
Brackloon
Brackloonagh
Bracknagh 
Bradbury
Braddock
Braddocks
Bradgate
Bradmore
Bradney
Bradshaw
Bradway
Braefield
Braehead
Braemar
Braeside
Braewick
Brafferton
Bramshott
Branchton
Brandwood
Branksome
Brannockstown
Bransby
Bransford
Branthwaite
Brantingham
Branxholme
Branxton
Brauncewell
Braunstone
Braxted
Bray 
Braytown
Brea
Breaghwy
Breakish
Bredbury
Bredenbury
Bree 
Breinton
Brendon
Brentford
Brenzett
Bressingham
Brettenham
Brevig
Brewham
Bridebridge 
Brideswell
Bridge End
Bridgefoot
Bridgeford
Bridgehampton
Bridgehill
Bridgeland
Bridgend
Bridgeton
Bridgetown 
Briery
Briggate
Brightside
Brightwalton
Brilley
Brimington
Brimley
Brims
Brindister
Brindle
Bringhurst
Brington
Brinnington
Brinton
Brisco
Briscoe
Brithdir
Brittas 
Broadbent
Broadfield
Broadford 
Broadgate
Broadhalgh
Broadlands
Broadmead
Broadmoor
Broadoak
Broadstone
Broadstreet
Broadwater
Brockford
Brockhampton
Brockholes
Brockhurst
Brocklesby
Brockton
Brockwell
Bromesberrow
Bromfield
Bromstead
Brondesbury
Brookend
Brookes
Brookfields
Brookgreen
Brookhampton
Brookhouse
Brookhurst
Brooklands
Brooklawn
Brooksby
Brookside
Brookthorpe
Brookvale
Broomage
Broome
Broomfield
Broomfields
Brosna 
Brotherton
Brougham
Brownfield
Brownhill
Brownlow
Brownrigg
Brownshill
Brownstown 
Brownswood
Broxton
Brucefield
Brue
Bruff 
Bruisyard
Brumby
Brundish
Brunthwaite
Bruntingthorpe
Brunton
Bruree 
Brymbo
Brynglas
Bryngwyn
Brynhyfryd
Brynrefail
Brynteg
Bryntirion
Buchanan
Buckfield
Buckhurst
Bucknall
Buckridge
Bucks
Buck's
Buckskin
Buckton
Buddle
Budworth
Bullen
Bullington
Bulmer
Bunbeg
Bunclody
Buncrana 
Bundoran 
Bunn
Bunratty 
Burcher
Burcombe
Burcott
Burdon
Burg
Burgate
Burge
Burkestown
Burleigh
Burleys
Burlingham
Burlington
Burmarsh
Burnbank
Burnbrae
Burness
Burnett
Burnfoot 
Burnhead
Burnhill
Burnhouse
Burns
Burnthouse
Burpham
Burradon
Burrafirth
Burraton
Burridge
Burrill
Burris
Burrough
Burroughs
Burrs
Burrsville
Burtonport
Burwardsley
Burwood
Bushbury
Bushfield
Bushley
Bushton
Bushville
Bushwood
Bushy
Busk
Buslingthorpe
Buston
Butcher's
Bute
Butler's
Butlersbridge 
Butlerstown
Butley
Butsfield
Butt
Butterleigh
Butterley
Buttermere
Butterton
Buttevant 
Butts
Bweeng 
Bwlch
Bybrook
Byfleet
Byford
Byland
Byrnes
Cabra
Cabrach
Cadamstown
Cadder
Cadeby
Cadle
Cadley
Cadwell
Caenby
Caerau
Caerhun
Caher
Caherbarnagh
Caherciveen
Caherconlish 
Cahermore
Cahersiveen
Cahir 
Cairnhill
Cairnie
Calcot
Calcott
Calcutt
Caldecott
Calderhead
Caldwell
Caledonia
Callaghane
Callan 
Callands
Callendar
Callerton
Calow
Calthorpe
Caltragh
Calverstown 
Camberwell
Cambus
Camden
Cameron
Camerton
Camira
Camlachie
Camolin 
Campbell
Camperdown
Campile 
Camptown
Camrose
Camus
Camusnagaul
Canfield
Canford
Canley
Cann
Canonbury
Canterton
Canton
Cappamore 
Cappanrush
Capparoe
Cappavicar
Cappawhite 
Cappoquin 
Capstone
Capton
Caradon
Caragh
Carbis
Carbost
Carbrook
Carbury
Carcroft
Carden
Cardinham
Cardonald
Cardwell
Carew
Carey
Cargagh
Cargate
Cargill
Carha
Carie
Carisbrooke
Cark
Carland
Carlanstown 
Carley
Carlingford 
Carloggas
Carlow 
Carlyon
Carmel
Carmichael
Carn
Carnaby
Carnach
Carnbee
Carndonagh 
Carne
Carnegie
Carnew 
Carney 
Carns
Carol
Carpenters
Carragh
Carran
Carraroe
Carrick
Carrickduff
Carrickmacross 
Carrig
Carrigaline 
Carrigallen 
Carrigans 
Carrigart
Carrigeen
Carrigkerry 
Carrigmore
Carrignavar 
Carrigtohill
Carrigtwohill
Carrow
Carrowbeg
Carrowgarriff
Carrowgarve
Carrowkeel 
Carrowmore
Carrownaglogh
Carrowreagh
Carrville
Carry
Carshalton
Carsick
Carsons
Carter's
Cartland
Carton
Cartron
Cary
Cashel 
Cassop
Castell
Castle Ellis 
Castlebank
Castlebar 
Castlebellingham
Castleblayney 
Castlebridge 
Castlecomer
Castleconnell 
Castlecor
Castledermot 
Castlefin 
Castlegal
Castlegar
Castlegregory 
Castlehill
Castleisland 
Castlelyons 
Castlemagner 
Castlemaine 
Castlemartyr 
Castlepollard 
Castlerea 
Castlethorpe
Castletown 
Castletown Geoghegan 
Castletownbere 
Castletownroche 
Castletownsend
Castletownshend
Caswell
Catesby
Cathays
Cathcart
Catherine
Cathkin
Catton
Caulcott
Cauldhame
Cauldwell
Causestown
Causeway 
Causewayhead
Causey
Cavan 
Caversham
Cavetown
Cawdor
Cawthorpe
Cayton
Cefn
Ceidio
Celbridge 
Cemmaes
Cessnock
Chadsmoor
Chadwell
Chadwick
Chalbury
Chalfield
Chalfont
Chalksole
Chalkwell
Challacombe
Chalmington
Chapelhill
Chapels
Chapmans
Chapman's
Charford
Charlestown
Charlestown–Bellahy 
Charleville
Charnock
Chartridge
Chasetown
Chatsworth
Chatterton
Chatton
Chawson
Cheam
Checkley
Cheekpoint 
Chelborough
Chell
Chells
Chelsea
Cherrington
Cherrytree
Cherryville
Chesters
Cheston
Chetwynd
Chicksgrove
Childs
Chilson
Chiltern
Chingford
Chipley
Chipstead
Chisenbury
Chislehurst
Chiswell
Chisworth
Chittering
Chittoe
Cholderton
Christon
Churchbay 
Churchbridge
Churchend
Churchfields
Churchgate
Churchhill
Churchtown 
Churchwood
Cilgwyn
Clachaig
Clachan
Claddagh
Claggan
Claggarnagh
Claire
Clane 
Clanville
Clapgate
Clara 
Claragh
Clareen
Claregalway
Claremorris 
Clarendon
Clareville
Clarina 
Clarinbridge 
Clarksfield
Clashganna
Clashmore 
Clatford
Clatterford
Clatworthy
Claughton
Claverham
Claverton
Claxton
Claygate
Clayhall
Clayhanger
Claypits
Claytons
Clearbrook
Cleatlam
Cleator
Clegg
Cleghorn
Clement
Clements
Clent
Cleveland
Clewer
Clifden 
Cliffoney 
Clift
Cliftonville
Clogh–Chatsworth 
Cloghan 
Cloghane
Cloghaun
Cloghboley
Cloghbrack
Cloghduff
Clogheen 
Clogherhead 
Cloghfin
Cloghjordan
Cloghoge
Cloghroe
Clonakilty 
Clonard 
Clonaslee 
Clonbulloge
Clonbullogue
Cloncullen
Cloncurry
Clondrohid 
Clonduff
Clondulane 
Clonee
Cloneen
Clonegal
Clonegall
Clones 
Clongeen 
Clonkeen
Clonlara
Clonmany 
Clonmel 
Clonmellon 
Clonroche 
Clonsast
Clontarf
Clontibret 
Clontuskert 
Clonygowan 
Cloon
Cloonagh
Cloonaghmore
Cloonboo
Clooneen
Clooney
Cloonfad 
Cloonkeen
Cloonlara
Cloonmore
Clopton
Closeburn
Clothall
Cloughduv
Cloughfold
Cloughjordan
Clouston
Clova
Clovelly
Cloverhill
Cloyne 
Cluden
Clunes
Cluny
Clydagh
Clyde
Clyne
Clyst
Clyth
Cnoc na Muirleog
Coachford 
Coalport
Coan
Coars
Coate
Cobb
Cobblers
Cobbler's
Cobbs
Coberley
Cobh 
Cockyard
Codicote
Codmore
Codrington
Coedcae
Cogaula
Cogges
Coggins
Coill Dubh
Cokeham
Colby
Coldbrook
Coldharbour
Cole
Colebrook
Colebrooke
Coleby
Coleman
Colemore
Coles
Cole's
Coley
Colgate
Colindale
Colinton
Coll
Colleton
Collier's
Collierstown
Collington
Collingwood
Collins
Collinstown 
Colliston
Collon 
Collooney
Coloony
Colp
Colston
Colthurst
Colt's
Colwall
Colwell
Colwich
Colwick
Commeen
Commonside
Commonwood
Cong 
Conington
Coniscliffe
Conna 
Connagh
Connaught
Connel
Connolly
Convoy 
Coola
Coolagary 
Coolagh
Coolaney 
Coolbaun
Coolboy 
Coolderry
Coole
Cooley
Coolgreany 
Coolmeen
Cools
Coombe
Coonagh 
Cooney
Cooper's
Cootehill 
Copan
Copford
Copley
Coppenhall
Copperhouse
Coppermine
Copple
Copthurst
Corballis
Corbally
Corclogh
Corderry
Corglass
Corgreagh
Cork 
Corlea
Corley
Cornamucklagh
Cornard
Cornaveagh
Corntown
Cornwall
Cornwell
Cornwood
Cornworthy
Corofin
Corofin 
Corran
Corraneary
Corraun
Corrie
Corriegills
Corrofin
Corry
Corskeagh
Corsley
Corstorphine
Cortes
Corunna
Coryton
Coston
Cote
Cotehill
Cotes
Cotham
Cotonwood
Cott
Cottam
Cottown
Coughton
Coulsdon
Coulter
Cound
Coupland
Courtmacsherry 
Courtown
Courtown Harbour
Covington
Cowbeech
Cowden
Cowgill
Cowhill
Cowley
Cowpen
Coxford
Coxley
Cox's
Coxtown
Coxwell
Crabbs
Crabtree
Crackington
Crackley
Craddock
Cradoc
Crafton
Cragg
Craig
Craigend
Craighall
Craighead
Craigie
Craigmore
Craigneuk
Craigo
Craigs
Craigton
Craigtown
Cranareen
Cranberry
Cranford
Cranham
Cranhill
Cranley
Cranmer
Crathie
Crathorne
Cratloe 
Craughwell 
Crawford
Cray
Creech
Creekmoor
Creeslough 
Creevagh
Creeve
Cregg
Creggan
Creggaun
Creich
Cressbrook
Cressingham
Cresswell
Crichton
Cricklewood
Crindledyke
Croagh 
Croan
Crockaun
Crocker
Crockerhill
Crocknamurleog
Croesyceiliog
Croghan
Croick
Cromane 
Crompton
Crookham
Crookston
Crookstown 
Croom 
Cropper
Crosland
Crossakeel 
Crossbarry 
Crossgate
Crosshaven 
Crosskeys
Crossley
Crossmolina 
Crosspatrick
Crosswell
Crosthwaite
Crowell
Crownhill
Croydon
Crumpton
Crusheen 
Cuan
Cubley
Cuddy
Cuerden
Cuil
Cuilmore
Culdaff 
Cullahill
Cullenagh
Culmullin
Cumberland
Cummeen
Cummings
Cumminstown
Cunard
Cuppanagh
Curlew
Currabeha
Curragh
Curraghmore
Curraheen
Curreeny
Currie
Curthwaite
Curzon
Cush
Cushaling
Cuthill
Cutler
Cwmbach
Cwmdu
Cwmfelin
Dacre
Dagenham
Daggons
Daingean
Dalkey
Dallachy
Dallam
Dallas
Dallington
Dalmeny
Dalmore
Daly's
Danby
Dane
Danescastle 
Danesfort
Dangan
Darby
Darby's
Dardistown
Darland
Darliston
Darnall
Darracott
Darrow
Dartford
Davenport
Davidstown
Davington
Daviot
Daw
Dawley
Dawros
Daw's
Daybrook
Daylesford
Ddol
Deadwater
Deane
Deepdale
Deerhurst
Deerland
Deerpark
Deerton
Deighton
Dell
Delvin 
Dendron
Denford
Denhead
Denio
Denmore
Dennis
Dennisville
Dent
Deopham
Deptford
Derradda
Derreen
Derreens
Derreeny
Derrew
Derrinturn 
Derrybeg
Derrycon
Derrycoosh
Derryfadda
Derrygarve
Derrylahan
Derrylea
Derrylough
Derryloughan
Derrypatrick
Derwen
Devol
Devonport
Devonshire
Didsbury
Diggle
Digswell
Dillington
Dilston
Dilton
Dimsdale
Dimson
Dinchope
Dinedor
Dingle
Dingley
Dinsdale
Dinting
Dipple
Dipton
Disley
Dixon
Dixton
Dobs
Dodd's
Dodington
Dogstown
Dolau
Donabate 
Donaguile
Donard 
Donaskeigh 
Donegal 
Doneraile 
Dongan
Donnington
Donnybrook
Donore 
Dooagh
Doogary
Doohana
Dookinelly
Doolin
Doon 
Doonane
Doonbeg 
Dooneen
Dore
Dormington
Dornock
Dorton
Dothan
Doughton
Douglastown
Dounie
Dovercourt
Dowdeswell
Downend
Downey's
Downhead
Downies
Downs
Doxey
Doxford
Doyles
Drangan 
Draughton
Drefach
Drimoleague 
Drinagh
Drinan
Dripsey
Drishane
Drogheda 
Drom
Dromahair 
Dromahane
Dromcolliher
Dromin
Dromina 
Dromineer 
Dromiskin 
Drommahane
Dromod
Dromore West 
Drumacreeve
Drumadoon
Drumard
Drumaville
Drumbar
Drumbrick
Drumchapel
Drumcliff
Drumcollogher
Drumcondra
Drumconrath
Drumcorrabaun
Drumfin
Drumgoole
Drumhillagh
Drumkeen 
Drumkeeran 
Drumlish 
Drumman
Drummin
Drummond
Drumnacross
Drumneen
Drumod
Drumoyne
Drumshanbo 
Drumsna 
Drury
Drybridge
Dryhill
Duagh 
Dublin 
Duddo
Dudswell
Duffryn
Duleek 
Duloe
Dulwich
Dumpton
Dunboyne 
Dunbridge
Duncan
Duncannon 
Dundalk 
Dundas
Dunderrow 
Dunderry 
Dundonnell
Dundrum 
Dunfanaghy 
Dunford
Dunganstown
Dungarvan 
Dungeness
Dungloe
Dunhill 
Dunkerton
Dunkineely 
Dunlavin 
Dunleary
Dunleer 
Dunley
Dunmanway 
Dunmore 
Dunmore East 
Dunn
Dunrobin
Dunsford
Dunsforth
Dunshaughlin 
Dunsley
Dunsmore
Dunstall
Dunstone
Dunvegan
Dunwich
Durgan
Durie
Durlock
Durnford
Durrington
Durrow 
Durrus 
Dutson
Dutton
Dyer's
Dyffryn
Dyke
Dykehead
Dykes
Eagleton
Eagley
Ealing
Earley
Earlham
Earl's
Earlsfield
Earnock
Earnshaw
Easby
Eashing
Easky 
Eastborough
Eastbrook
Eastburn
Eastcote
Eastcott
Eastend
Easterfield
Easterton
Eastfield
Eastgate
Eastham
Easthampton
Easthope
Easthorpe
Eastmoor
Eastover
Eastside
Eastville
Eastwick
Eccleshill
Eckford
Eddington
Edenderry 
Edergole
Edgefield
Edgehill
Edgeley
Edgerton
Edgeworth
Edgeworthstown
Edinbane
Edingthorpe
Edistone
Edlington
Edmondstown
Edmonton
Ednam
Edstone
Edwardsville
Efford
Egerton
Eggleston
Egleton
Egton
Eildon
Elberton
Elbridge
Elcombe
Eldon
Eling
Elkington
Elkstone
Ella
Ellenborough
Ellenbrook
Ellendale
Ellerby
Ellerdine
Elliot
Elliots
Elmdale
Elmer
Elmers
Elmfield
Elmhurst
Elmington
Elmore
Elphin 
Elrick
Elrington
Elsdon
Elsing
Elson
Elsthorpe
Elstow
Eltham
Eltringham
Elvaston
Elvetham
Emerson
Emery
Emlagh
Emly
Emlybeg
Emo 
Empshott
Emyvale 
Endon
Enfield 
England
Englefield
Enmore
Ennis 
Enniscorthy 
Enniscrone
Enniskean
Enniskerry 
Ennistown
Ennistymon 
Ensbury
Enson
Entercommon
Entwistle
Enville
Epney
Erindale
Eriswell
Erith
Erradale
Erril
Errill
Erwood
Escomb
Esk
Eskdale
Esker
Eskeragh
Essex
Essington
Eston
Ettingshall
Ettrick
Euston
Evanstown
Everleigh
Evington
Ewloe
Ewood
Exbury
Exford
Exhall
Exley
Eype
Eyrecourt 
Eyton
Fagley
Faha
Fahan 
Fahy
Failford
Fairdown
Fairhaven
Fairhill
Fairlee
Fairmead
Fairmile
Fairstead
Fairview
Fairwater
Fairweather
Fairwood
Fala
Falcarragh
Fallings
Fallowfield
Fanore
Fanshawe
Fant
Farington
Farleigh
Farleton
Farleys
Farlington
Farmcote
Farmington
Farnaght
Farnanes
Farnell
Farnhill
Farnley
Farr
Farran 
Farrington
Farsid
Fartown
Fartrin
Fauleens
Faulkland
Fawler
Feabuie
Feakle 
Fearmore
Fearns
Fedamore 
Fedw
Feenagh
Felindre
Felinfach
Felling
Fellside
Feltham
Fencote
Fenit 
Fenn
Fennagh 
Fennor
Fenny
Fenton
Feohanagh
Feorlig
Feorline
Ferbane 
Fergus
Fermoy 
Ferns 
Ferrybank
Ferrybridge
Fersfield
Fetcham
Fethard
Fethard 
Fiddaun
Fiddington
Fiddler's
Fiddown 
Fieries
Filleigh
Finchley
Fingal
Finkle
Finney
Finsbury
Fintry
Firby
Firhill
Firies
Firmount
Firsby
Firth
Fisher
Fisher's
Fisherstreet
Fishertown
Fishpool
Fishwick
Fitton
Fitzroy
Fitzwilliam
Flagg
Flaxley
Fleetville
Flemings
Flemington
Flemingtown
Flesk
Fletcher
Fletton
Flinton
Flixton
Floraville
Flordon
Foddington
Fogo
Foley
Folley
Foord
Forbestown
Forcett
Forda
Fordell
Forder
Fordstown
Fordwich
Fordyce
Fore
Forestdale
Formoyle
Fortescue
Fortrie
Forwood
Foscote
Foss
Foster
Fosters
Fothergill
Fountainstown 
Fowlis
Foxcote
Foxfield
Foxford 
Foxhall
Foxhill
Foxtown
Foy
Foynes 
Framilode
Frank
Frankford
Frankley
Fransham
Freefield
Freemount
Frenchpark 
Freshford 
Freystrop
Friarstown
Frilford
Frith
Fritton
Frodesley
Frogmore
Frognall
Fromes
Fron
Frostenden
Froxfield
Froyle
Fulham
Fullarton
Fuller
Fullerton
Fullwood
Fulton
Fulwell
Fundenhall
Furbo
Furbogh
Furley
Furze
Furzedown
Furzton
Gabys
Gadlys
Gaer
Gailey
Gairloch
Galbally 
Gallatown
Galloway
Gallowhill
Galmpton
Galros
Galton
Galtrim
Galway 
Gannochy
Gannons
Gardie
Garlands
Garlinge
Garnett
Garrane
Garraun
Garretts
Garristown 
Garryduff
Garrymore
Gartness
Garve
Garway
Gasper
Gaston
Gatcombe
Gateley
Gateside
Gatton
Gatwick
Gawthorpe
Gayle
Gayles
Gayville
Gaywood
Gearha
Geary
Geashill 
Gelli
Gelston
Germiston
Gethsemane
Gibb
Gibstown
Giffard
Giffordtown
Gilbert
Gilesgate
Gileston
Gilfach
Gillibrands
Gilling
Gillock
Gills
Gilmerton
Gilson
Gilston
Ginge
Gipton
Girsby
Glamis
Glan
Glandore
Glandwr
Glanlough
Glanmire
Glanrhyd
Glantane
Glanworth 
Glascoed
Glascote
Glaslough
Glasnevin
Glasphein
Glassan 
Glasslough
Glasson
Glaston
Gleadless
Glemham
Glen 
Glenamaddy 
Glenbei
Glenbeigh
Glenbervie
Glenbrook
Glenburn
Glencastle
Glencoe
Glencolmcille
Glencolumbkille
Glencullen 
Glendale
Glendevon
Glendine
Glendowan
Glenealy 
Gleneely 
Glenelg
Glenfield
Glenmore
Glenmullynaha
Glennan
Glenpatrick
Glenside
Glenties 
Glentrasna
Glentworth
Glenvar
Glenville
