name,gender,NI_appFrac,NI_avgVal,SC_appFrac,SC_avgVal,EW_appFrac,EW_avgVal,UK_appFrac,UK_avgVal
FASAI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FASEEH,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FASEEHA,F,0.0,0.0,0.119,1.0,0.167,4.0,0.095,1.667
FASEEHAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FASIAL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FASIHA,F,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
FASIL,M,0.0,0.0,0.048,1.5,0.0,0.0,0.016,0.5
FASOL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATAMA,F,0.0,0.0,0.048,1.0,0.067,3.5,0.038,1.5
FATEEMA,F,0.0,0.0,0.0,0.0,0.067,5.0,0.022,1.667
FATEEN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATEH,M,0.0,0.0,0.095,1.25,0.233,8.43,0.109,3.227
FATEHA,F,0.0,0.0,0.024,1.0,0.6,8.33,0.208,3.11
FATEMA,F,0.0,0.0,0.238,1.1,0.667,20.2,0.302,7.1
FATEMAH,F,0.0,0.0,0.119,1.0,0.6,3.94,0.24,1.647
FATEME,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATEMEH,F,0.0,0.0,0.024,1.0,0.2,3.17,0.075,1.39
FATEN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATHALLA,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATHARINA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATHE,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATHEHA,F,0.0,0.0,0.0,0.0,0.233,4.0,0.078,1.333
FATHEL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATHEMA,F,0.0,0.0,0.024,1.0,0.567,5.47,0.197,2.157
FATHI,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATHIA,F,0.0,0.0,0.024,1.0,0.3,6.89,0.108,2.63
FATHIMA,F,0.0,0.0,0.262,1.18,0.667,26.3,0.31,9.16
FATHIMAH,F,0.0,0.0,0.0,0.0,0.1,3.0,0.033,1.0
FATHIMATHU,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATHIYA,F,0.0,0.0,0.0,0.0,0.133,3.25,0.044,1.083
FATHMA,F,0.0,0.0,0.048,1.0,0.1,3.67,0.049,1.557
FATHMAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATIH,M,0.0,0.0,0.0,0.0,0.4,3.92,0.133,1.307
FATIHA,F,0.0,0.0,0.119,1.0,0.6,6.44,0.24,2.48
FATIHAH,F,0.0,0.0,0.024,1.0,0.2,3.33,0.075,1.443
FATIM,F,0.0,0.0,0.024,2.0,0.1,4.0,0.041,2.0
FATIMA,F,0.053,3.0,0.905,6.58,0.667,334.65,0.542,114.743
FATIMAAZHRA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATIMAH,F,0.0,0.0,0.619,2.42,0.667,91.1,0.429,31.173
FATIMAHZAHRA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FATIMAT,F,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
FATIMATOU,F,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
FATIMATUZZAHRAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATIN,F,0.0,0.0,0.119,1.2,0.067,3.0,0.062,1.4
FATISHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATMA,F,0.0,0.0,0.405,2.06,0.667,32.8,0.357,11.62
FATMAH,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FATMANUR,F,0.0,0.0,0.0,0.0,0.067,4.0,0.022,1.333
FATMATA,F,0.0,0.0,0.024,1.0,0.367,5.27,0.13,2.09
FATOOM,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FATOS,F,0.0,0.0,0.048,1.0,0.067,4.5,0.038,1.833
FATOU,F,0.0,0.0,0.119,1.2,0.667,8.95,0.262,3.383
FATOUMATA,F,0.0,0.0,0.024,3.0,0.567,9.47,0.197,4.157
FATOUMATTA,F,0.0,0.0,0.048,1.0,0.367,4.09,0.138,1.697
FATUMA,F,0.0,0.0,0.0,0.0,0.533,4.31,0.178,1.437
FATUMATA,F,0.0,0.0,0.0,0.0,0.133,3.5,0.044,1.167
FAUNA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FAUNE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAUST,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAUSTA,F,0.0,0.0,0.048,1.0,0.233,6.14,0.094,2.38
FAUSTAS,M,0.0,0.0,0.0,0.0,0.233,6.0,0.078,2.0
FAUSTE,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FAUSTINA,F,0.0,0.0,0.0,0.0,0.1,3.67,0.033,1.223
FAUSTINE,F,0.0,0.0,0.024,1.0,0.033,4.0,0.019,1.667
FAUSTO,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAUSTYNA,F,0.0,0.0,0.048,1.0,0.067,3.0,0.038,1.333
FAUVE,F,0.0,0.0,0.071,1.0,0.033,4.0,0.035,1.667
FAUZAAN,M,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FAUZAN,M,0.0,0.0,0.0,0.0,0.133,3.25,0.044,1.083
FAUZIA,F,0.0,0.0,0.214,1.11,0.133,4.25,0.116,1.787
FAUZIAH,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FAUZIYYAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAVOR,F,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
FAVOUR,M,0.0,0.0,0.167,1.0,0.367,7.73,0.178,2.91
FAVOUR,F,0.0,0.0,0.167,1.57,0.433,27.85,0.2,9.807
FAVOURED,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAVOURED,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAWAAD,M,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FAWAAZ,M,0.0,0.0,0.0,0.0,0.1,3.0,0.033,1.0
FAWAD,M,0.0,0.0,0.095,1.0,0.4,5.25,0.165,2.083
FAWAZ,M,0.0,0.0,0.048,1.0,0.6,7.17,0.216,2.723
FAWED,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAWKES,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAWN,F,0.0,0.0,0.19,1.37,0.233,4.14,0.141,1.837
FAWNE,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FAWWAZ,M,0.0,0.0,0.119,1.0,0.4,4.58,0.173,1.86
FAWWAZUDEEN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAWZAAN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FAWZAN,M,0.0,0.0,0.0,0.0,0.1,3.33,0.033,1.11
FAWZIA,F,0.0,0.0,0.071,1.0,0.367,4.27,0.146,1.757
FAWZIYA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FAWZIYAH,F,0.0,0.0,0.024,1.0,0.433,4.69,0.152,1.897
FAY,F,0.105,3.5,0.905,4.16,0.667,49.3,0.559,18.987
FAYA,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FAYAAZ,M,0.0,0.0,0.048,1.0,0.067,4.5,0.038,1.833
FAYAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAYAZ,M,0.0,0.0,0.024,1.0,0.333,3.5,0.119,1.5
FAYCAL,M,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FAYDI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAYE,F,1.0,21.37,0.976,15.93,0.667,377.85,0.881,138.383
FAYED,M,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
FAYESDA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAYEZ,M,0.0,0.0,0.024,1.0,0.167,4.8,0.064,1.933
FAYGA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAYHA,F,0.0,0.0,0.071,1.0,0.267,7.37,0.113,2.79
FAYLINN,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FAYME,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FAYNE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAYOLA,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
FAYONA,F,0.0,0.0,0.143,1.0,0.0,0.0,0.048,0.333
FAYROUZ,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
FAYSAL,M,0.0,0.0,0.071,1.33,0.6,6.39,0.224,2.573
FAYTH,F,0.0,0.0,0.19,1.12,0.467,9.0,0.219,3.373
FAYTHE,F,0.0,0.0,0.024,2.0,0.033,5.0,0.019,2.333
FAYYAD,M,0.0,0.0,0.0,0.0,0.067,3.5,0.022,1.167
FAYYAZ,M,0.0,0.0,0.048,1.5,0.167,3.6,0.072,1.7
FAYZ,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAYZA,F,0.0,0.0,0.0,0.0,0.133,3.75,0.044,1.25
FAYZAAN,M,0.0,0.0,0.0,0.0,0.1,4.0,0.033,1.333
FAYZAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAYZAN,M,0.0,0.0,0.048,1.0,0.467,5.21,0.172,2.07
FAZAAN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FAZAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAZAL,M,0.0,0.0,0.071,1.33,0.367,4.0,0.146,1.777
FAZAN,M,0.0,0.0,0.0,0.0,0.133,4.5,0.044,1.5
FAZEEL,M,0.0,0.0,0.071,1.0,0.033,3.0,0.035,1.333
FAZEELA,F,0.0,0.0,0.048,1.0,0.1,5.33,0.049,2.11
FAZEELAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAZEELATH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAZEELT,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAZER,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FAZIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAZIL,M,0.0,0.0,0.0,0.0,0.1,3.67,0.033,1.223
FAZILA,F,0.0,0.0,0.024,1.0,0.233,5.43,0.086,2.143
FAZILATUN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAZLI,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FAZLURRAHMAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEARCHAR,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEARGAL,M,0.105,3.5,0.119,1.2,0.0,0.0,0.075,1.567
FEARGHAL,M,0.632,5.5,0.095,1.0,0.033,4.0,0.253,3.5
FEARGHAS,M,0.0,0.0,0.524,1.59,0.0,0.0,0.175,0.53
FEARGHUS,M,0.0,0.0,0.238,1.1,0.1,3.33,0.113,1.477
FEARGUS,M,0.0,0.0,0.286,1.0,0.033,3.0,0.106,1.333
FEARN,F,0.0,0.0,0.333,1.43,0.433,4.69,0.255,2.04
FEARNE,F,0.0,0.0,0.333,7.71,0.5,55.27,0.278,20.993
FEBA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEBE,F,0.0,0.0,0.0,0.0,0.167,3.8,0.056,1.267
FEBIN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FEBIO,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEBIYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FECHI,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEDA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEDEN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEDERICA,F,0.0,0.0,0.095,1.0,0.367,4.27,0.154,1.757
FEDERICO,M,0.0,0.0,0.19,1.5,0.633,12.68,0.274,4.727
FEDOR,M,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
FEDORA,F,0.0,0.0,0.048,1.0,0.133,3.25,0.06,1.417
FEE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEECHI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEENA,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FEERAS,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEEROUZEH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEEZA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHAD,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHAD,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHARZAD,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHED,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHMEEDA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHMIDA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHRN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEHZAAN,M,0.0,0.0,0.024,1.0,0.1,3.67,0.041,1.557
FEHZAN,M,0.0,0.0,0.024,1.0,0.167,4.2,0.064,1.733
FEI,M,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FEI,F,0.0,0.0,0.071,1.33,0.033,4.0,0.035,1.777
FEIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEICHIN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEIDHLIM,M,0.053,3.0,0.0,0.0,0.0,0.0,0.018,1.0
FEIGE,F,0.0,0.0,0.0,0.0,0.1,3.0,0.033,1.0
FEIGY,F,0.0,0.0,0.0,0.0,0.433,6.62,0.144,2.207
FEILIM,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEINUO,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEIONA,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FEIONNE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEISAL,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FEITHLEOG,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEITING,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEIVEL,M,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
FEIZA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELDYA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELECIANA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELEENA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELESHA,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FELICA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELICE,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELICE,F,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
FELICHKA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELICIA,F,0.0,0.0,0.286,1.17,0.667,17.8,0.318,6.323
FELICIANA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELICIANO,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELICITAS,F,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
FELICITE,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FELICITEE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELICITY,F,0.474,4.67,0.952,6.4,0.667,222.7,0.698,77.923
FELICJA,F,0.0,0.0,0.071,1.0,0.067,3.0,0.046,1.333
FELIKS,M,0.0,0.0,0.095,1.5,0.2,8.5,0.098,3.333
FELIPE,M,0.0,0.0,0.119,1.0,0.633,9.05,0.251,3.35
FELISHA,F,0.0,0.0,0.024,1.0,0.133,3.25,0.052,1.417
FELISTAS,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELIX,M,0.632,6.67,0.905,8.21,0.633,388.95,0.723,134.61
FELIX,F,0.0,0.0,0.048,1.0,0.133,3.5,0.06,1.5
FELLA,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FELOMENA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELTON,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELWAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FELY,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEMI,F,0.0,0.0,0.024,1.0,0.133,3.25,0.052,1.417
FEMI,M,0.0,0.0,0.024,1.0,0.067,4.0,0.03,1.667
FEMKE,F,0.0,0.0,0.095,1.0,0.167,3.8,0.087,1.6
FEN,F,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
FEN,M,0.0,0.0,0.0,0.0,0.1,4.33,0.033,1.443
FENDI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FENEL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FENELLA,F,0.0,0.0,0.429,1.44,0.667,17.45,0.365,6.297
FENIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FENIL,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FENIX,M,0.0,0.0,0.0,0.0,0.1,4.0,0.033,1.333
FENJA,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FENN,M,0.0,0.0,0.071,1.0,0.633,8.79,0.235,3.263
FENN,F,0.0,0.0,0.024,1.0,0.167,3.6,0.064,1.533
FENNA,F,0.0,0.0,0.071,1.0,0.133,3.0,0.068,1.333
FENNELLA,F,0.0,0.0,0.048,1.0,0.033,3.0,0.027,1.333
FENNER,M,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
FENNICK,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FENNING,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FENTON,M,0.0,0.0,0.048,1.0,0.633,21.58,0.227,7.527
FENWICK,M,0.0,0.0,0.071,1.0,0.0,0.0,0.024,0.333
FENYX,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEODOR,M,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
FEONA,F,0.0,0.0,0.071,1.0,0.0,0.0,0.024,0.333
FEONAGH,F,0.0,0.0,0.071,1.0,0.0,0.0,0.024,0.333
FEONAIDH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEORLIN,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FERAAZ,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERAH,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FERAS,M,0.0,0.0,0.095,1.0,0.1,3.67,0.065,1.557
FERAZ,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERDAOUSSE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERDAVS,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERDAWS,M,0.0,0.0,0.0,0.0,0.067,4.0,0.022,1.333
FERDIA,M,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
FERDIE,M,0.0,0.0,0.024,1.0,0.1,3.0,0.041,1.333
FERDINAND,M,0.0,0.0,0.167,1.29,0.6,11.72,0.256,4.337
FERDINANDO,M,0.0,0.0,0.048,1.5,0.0,0.0,0.016,0.5
FERDOSH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERDOUS,F,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
FERDOUS,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FERDOUSI,F,0.0,0.0,0.0,0.0,0.067,3.5,0.022,1.167
FERDOWS,M,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
FERDY,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERELITH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEREN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERENA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERENC,M,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
FERESHTEH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERGA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERGAL,M,0.737,6.07,0.452,1.58,0.6,6.89,0.596,4.847
FERGHAL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERGHUS,M,0.0,0.0,0.071,1.0,0.0,0.0,0.024,0.333
FERGIE,M,0.0,0.0,0.119,1.2,0.0,0.0,0.04,0.4
FERGUS,M,0.789,4.27,1.0,28.02,0.633,91.16,0.807,41.15
FERGUS,F,0.0,0.0,0.024,18.0,0.0,0.0,0.008,6.0
FERGUSON,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERGUSON,M,0.0,0.0,0.119,1.2,0.1,3.0,0.073,1.4
FERHAN,M,0.0,0.0,0.071,1.33,0.1,3.0,0.057,1.443
FERHANAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERHAT,M,0.0,0.0,0.0,0.0,0.2,3.33,0.067,1.11
FERIAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERIAL,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERID,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERIDA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERIDE,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FERIEL,F,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
FERIS,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERIZANAH,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERLIN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERMAN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERMIN,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERMIN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERN,F,0.0,0.0,0.881,10.16,0.667,96.1,0.516,35.42
FERNAN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERNANDA,F,0.0,0.0,0.095,1.0,0.333,4.3,0.143,1.767
FERNANDO,M,0.0,0.0,0.262,1.18,0.6,11.5,0.287,4.227
FERNANDO,F,0.0,0.0,0.024,2.0,0.0,0.0,0.008,0.667
FERNE,F,0.0,0.0,0.476,2.15,0.6,12.5,0.359,4.883
FERNELLA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERNIE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERNJADE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERNLEY,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERNN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERON,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FERONIA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERONIQUE,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEROSA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEROZ,M,0.0,0.0,0.119,1.0,0.433,4.54,0.184,1.847
FEROZA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEROZE,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FERRAN,M,0.0,0.0,0.024,1.0,0.133,3.25,0.052,1.417
FERRARI,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERRE,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERRELL,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FERRIER,M,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FERRIGLE,M,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FERRIS,M,0.0,0.0,0.167,1.14,0.367,4.55,0.178,1.897
FERROL,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERRYN,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FERYAL,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FERYN,F,0.0,0.0,0.095,1.0,0.0,0.0,0.032,0.333
FERZUND,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FESAL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FESIAL,M,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FESIAL,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FESTA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FESTUS,M,0.0,0.0,0.0,0.0,0.067,3.0,0.022,1.0
FEUNA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEVEN,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FEY,F,0.0,0.0,0.048,1.0,0.0,0.0,0.016,0.333
FEYISAYO,F,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FEYNMAN,M,0.0,0.0,0.024,1.0,0.033,4.0,0.019,1.667
FEYONA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEYSAL,M,0.0,0.0,0.0,0.0,0.033,4.0,0.011,1.333
FEYZA,F,0.0,0.0,0.024,1.0,0.2,3.5,0.075,1.5
FEZA,F,0.0,0.0,0.024,1.0,0.033,3.0,0.019,1.333
FEZAA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FEZAAN,M,0.0,0.0,0.024,1.0,0.267,5.0,0.097,2.0
FEZAN,M,0.0,0.0,0.095,1.0,0.333,4.1,0.143,1.7
FEZHAN,M,0.0,0.0,0.0,0.0,0.033,3.0,0.011,1.0
FFINULA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FFION,F,0.0,0.0,0.357,1.73,0.667,250.3,0.341,84.01
FFIONA,F,0.0,0.0,0.024,1.0,0.0,0.0,0.008,0.333
FFLUR,F,0.0,0.0,0.0,0.0,0.633,6.16,0.211,2.053
FFYON,F,0.0,0.0,0.0,0.0,0.067,3.5,0.022,1.167
FFYONA,F,0.0,0.0,0.024,1.0,0.067,3.0,0.03,1.333
FHALLON,F,0.0,0.0,0.071,1.0,0.0,0.0,0.024,0.333
