name,gender,AB_appFrac,AB_avgVal,BC_appFrac,BC_avgVal,OT_appFrac,OT_avgVal,CN_appFrac,CN_avgVal
TIFFENY,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TIFFINI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIFFINY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIFFNEY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIFFORD,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIGA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TIGAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIGER,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIGER,M,0.423,1.27,0.01,8.0,0.01,5.0,0.148,4.757
TIGHE,M,0.423,1.27,0.0,0.0,0.0,0.0,0.141,0.423
TIGHEARNAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIGIST,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIGRA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIGRAINE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIGRAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIGRIS,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIHALYNN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIHANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIHANNA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIIANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIILA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIIMABASI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIIMO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIINA,F,0.0,0.0,0.0,0.0,0.01,7.0,0.003,2.333
TIJA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIJAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIJAN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIJANA,F,0.308,1.12,0.0,0.0,0.01,5.0,0.106,2.04
TIJANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIJANNI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIJESULOPE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIJHANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIJS,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIJUANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKA,F,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
TIKAIDA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKARA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKERAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKESHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKHON,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIKHUA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKHWA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKKYSHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKVA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIKVAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILA,F,0.308,1.25,0.0,0.0,0.0,0.0,0.103,0.417
TILAK,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILAKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILAR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILAYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILAYNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILDEN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILDEN,M,0.115,1.33,0.0,0.0,0.0,0.0,0.038,0.443
TILEAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILEND,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILER,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TILIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILIE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILISHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLANEA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLEA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLEEN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLEY,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TILLI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLIE,F,0.115,1.0,0.0,0.0,0.01,6.0,0.042,2.333
TILLIESE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLMAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILLY,F,0.346,1.11,0.0,0.0,0.0,0.0,0.115,0.37
TILLYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILMAN,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TILMYN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILSON,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TILSYN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILUCK,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TILYR,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIM,M,0.808,2.1,0.08,5.75,0.01,7.0,0.299,4.95
TIMA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMAGE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMAJ,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMARA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIMAYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMAYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMBER,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMBER,M,0.346,1.56,0.0,0.0,0.0,0.0,0.115,0.52
TIMBERLEY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMBERLY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMBREL,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIME,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMEA,F,0.192,1.0,0.0,0.0,0.0,0.0,0.064,0.333
TIMEAKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMEANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMEERA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMEKA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIMELA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMIAS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMIEKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMIKA,F,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
TIMILEHIN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIMILEHIN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMILEYIN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIMIRA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIMIRO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMISAYO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMISHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMITHY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMMATHY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMMER,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMMI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMMITHY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMMOHYEH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMMONS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMMOTHEY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMMOTHY,M,0.192,1.0,0.0,0.0,0.01,5.0,0.067,2.0
TIMMY,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIMMY,M,0.577,1.8,0.03,6.33,0.01,10.0,0.206,6.043
TIMNA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TIMO,M,0.077,1.5,0.0,0.0,0.01,5.0,0.029,2.167
TIMOFEY,M,0.115,2.0,0.0,0.0,0.0,0.0,0.038,0.667
TIMON,M,0.269,1.14,0.0,0.0,0.0,0.0,0.09,0.38
TIMONE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMORA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMORY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMOTE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMOTEI,M,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
TIMOTEO,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TIMOTHEA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMOTHEI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMOTHEUS,M,0.192,1.0,0.0,0.0,0.0,0.0,0.064,0.333
TIMOTHEY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMOTHIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMOTHY,M,0.962,41.4,0.76,80.01,0.01,5.0,0.577,42.137
TIMOTHY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMOTHYJUSTIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMOUR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMSON,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMUJIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMUR,M,0.308,1.37,0.0,0.0,0.01,7.0,0.106,2.79
TIMURLANE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMYKO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMYRA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIMÉA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIN,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TIN,M,0.192,1.0,0.0,0.0,0.0,0.0,0.064,0.333
TINA,F,1.0,10.15,0.6,30.88,0.01,6.0,0.537,15.677
TINAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINASHE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINASHE,M,0.038,3.0,0.0,0.0,0.0,0.0,0.013,1.0
TINAYA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TINBETE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINDY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINEASE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINEKA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TINEKE,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TINESA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINESHA,F,0.192,1.2,0.0,0.0,0.0,0.0,0.064,0.4
TINETA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINEVIMBO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TING,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TING,F,0.154,1.75,0.0,0.0,0.0,0.0,0.051,0.583
TINGNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINH,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TINI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINICIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINIKA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TINIR,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINISHA,F,0.385,1.3,0.0,0.0,0.01,5.0,0.132,2.1
TINITA,F,0.154,1.5,0.0,0.0,0.0,0.0,0.051,0.5
TINKA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINLEY,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TINLY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINNA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TINNAYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINNEA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINNELLE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINNIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINNIEA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINO,M,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
TINODAISHE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINOTENDA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINOTENDA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINSAE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINSAYE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINSLEIGH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINSLEY,F,0.115,2.0,0.0,0.0,0.0,0.0,0.038,0.667
TINTIN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TINY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIODIE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIOLUWANIMI,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TION,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIONA,F,0.231,1.17,0.0,0.0,0.0,0.0,0.077,0.39
TIONIE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIONNA,F,0.154,1.25,0.0,0.0,0.01,5.0,0.055,2.083
TIONNE,F,0.192,1.2,0.0,0.0,0.0,0.0,0.064,0.4
TIONY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIORA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIOSAV,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIPENGA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIPHAINE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIPI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIQUARIOUS,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIQUE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIQUR,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRA,F,0.192,1.2,0.0,0.0,0.0,0.0,0.064,0.4
TIRAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRAMISU,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRAN,M,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
TIRAS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRATH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRAY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRAY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIREE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRELL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRENIOLUWA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRESE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRIAN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIRION,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRION,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIROJ,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRONE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRRA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRRZA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRTH,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRUS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRYNE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIRZA,F,0.269,1.14,0.0,0.0,0.0,0.0,0.09,0.38
TIRZAH,F,0.654,1.88,0.0,0.0,0.0,0.0,0.218,0.627
TIRZIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISEAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISEN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISHA,F,0.308,1.37,0.0,0.0,0.01,8.0,0.106,3.123
TISHANA,F,0.0,0.0,0.0,0.0,0.01,8.0,0.003,2.667
TISHANNA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TISHARA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISHAUN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISHAUNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISHAWN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TISHAWNA,F,0.077,1.5,0.0,0.0,0.0,0.0,0.026,0.5
TISHAWNI,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISHAYA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISHINA,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TISHKA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISHNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISIANNO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISNEEM,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISON,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISSANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TISZA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITAN,M,0.5,2.92,0.0,0.0,0.01,5.0,0.17,2.64
TITANIA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TITAS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITEN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITIAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITIKSHA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITILAYO,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TITIN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITOBIOLUWA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TITUS,M,0.923,6.29,0.05,8.2,0.01,5.0,0.328,6.497
TITY,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIUS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVAN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVANNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVIAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVIANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVIANNE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVIENNE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVON,M,0.192,1.2,0.0,0.0,0.0,0.0,0.064,0.4
TIVONA,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIVONIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIVYN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIWAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIWALADE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIWALAYO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIWALOLAOLUWA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIWALOLUWA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIWATAYO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIYA,F,0.115,1.33,0.0,0.0,0.01,5.0,0.042,2.11
TIYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIYAM,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TIYAMIKE,F,0.038,2.0,0.0,0.0,0.0,0.0,0.013,0.667
TIYANA,F,0.269,1.29,0.0,0.0,0.01,5.0,0.093,2.097
TIYANNA,F,0.154,1.0,0.0,0.0,0.0,0.0,0.051,0.333
TIYAZ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIYLER,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIYO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIYONNA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIYONNE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIYOSAYI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIYRA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIZ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIZIANA,F,0.0,0.0,0.0,0.0,0.01,5.0,0.003,1.667
TIZIANO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIZIO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIZRAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIÁGO,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TIÊN,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TJ,F,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TJ,M,0.423,1.45,0.0,0.0,0.0,0.0,0.141,0.483
TJAIS,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TJANI,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TJARITJE,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TJAY,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TJIPKE,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TJYANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TKEYAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TKYIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TLORA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TMANA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TMNIT,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TNEIL,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TNESHIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TNUPREET,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TO,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TO,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TOAN,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TOBAN,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TOBAN,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TOBBY,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TOBECHUKWU,M,0.077,1.0,0.0,0.0,0.0,0.0,0.026,0.333
TOBEL,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TOBEN,M,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
TOBENNA,M,0.154,1.5,0.0,0.0,0.0,0.0,0.051,0.5
TOBEY,M,0.231,1.5,0.0,0.0,0.0,0.0,0.077,0.5
TOBI,F,0.423,1.09,0.03,6.33,0.01,6.0,0.154,4.473
TOBI,M,0.269,1.0,0.0,0.0,0.0,0.0,0.09,0.333
TOBIA,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TOBIA,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TOBIAH,F,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TOBIAH,M,0.308,1.12,0.0,0.0,0.0,0.0,0.103,0.373
TOBIAS,M,0.962,6.96,0.28,8.93,0.01,5.0,0.417,6.963
TOBIASZ,M,0.038,1.0,0.0,0.0,0.0,0.0,0.013,0.333
TOBIE,F,0.115,1.0,0.0,0.0,0.0,0.0,0.038,0.333
