name,gender,AB_avgVal,BC_avgVal,OT_avgVal,CN_avgVal,NI_avgVal,SC_avgVal,EW_avgVal,UK_avgVal,13_avgVal,BS_avgVal,FS_avgVal,PC_avgVal,TE_avgVal,USA_avgVal,VR_avgVal
SHAMAR,M,1.4,0.0,5.0,2.133,0.0,0.0,6.12,2.04,9.91,7.66,0.0,8.84,9.15,124.41,0.0
SHAMEKA,F,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.94,7.83,0.0,14.05,11.66,162.92,0.0
SHAMIKA,F,1.0,0.0,0.0,0.333,0.0,0.0,4.0,1.333,11.14,8.61,0.0,11.21,8.72,123.27,0.0
SHAMIRA,F,1.0,0.0,0.0,0.333,0.0,1.0,4.14,1.713,6.47,5.5,0.0,5.0,5.75,33.28,0.0
SHAMUS,M,1.79,5.75,6.0,4.513,0.0,1.17,7.46,2.877,6.39,5.5,0.0,5.37,5.0,32.19,0.0
SHAMYA,F,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.07,7.41,0.0,5.67,7.66,70.72,0.0
SHAN,F,1.0,0.0,0.0,0.333,0.0,1.17,3.94,1.703,0.0,5.0,0.0,5.3,5.2,15.91,0.0
SHANA,F,2.55,7.44,8.0,5.997,3.0,1.96,20.7,8.553,16.96,16.03,7.59,14.91,17.79,381.36,0.0
SHANAE,F,1.89,0.0,0.0,0.63,0.0,1.25,19.75,7.0,9.29,8.28,6.58,8.91,7.74,69.86,0.0
SHANAYA,F,3.86,7.5,6.0,5.787,0.0,2.0,23.42,8.473,7.12,7.5,0.0,10.66,7.21,43.79,0.0
SHANDA,F,1.91,6.0,8.0,5.303,0.0,0.0,0.0,0.0,8.03,7.36,6.18,9.01,9.43,123.03,0.0
SHANE,M,30.68,57.66,6.0,31.447,49.42,19.14,320.32,129.627,56.06,71.92,38.32,79.31,57.85,2293.0,13.22
SHANEKA,F,1.0,0.0,0.0,0.333,0.0,1.0,3.5,1.5,7.9,6.51,0.0,6.82,8.03,74.61,0.0
SHANEL,F,1.57,0.0,6.0,2.523,0.0,1.25,7.47,2.907,6.62,5.8,0.0,7.42,5.58,46.24,0.0
SHANELL,F,1.22,0.0,0.0,0.407,0.0,1.0,4.71,1.903,7.28,7.16,5.33,7.96,6.71,86.87,0.0
SHANELLE,F,4.42,5.4,17.0,8.94,0.0,1.7,18.35,6.683,6.69,6.48,5.17,8.71,6.18,86.12,0.0
SHANI,F,1.09,0.0,8.0,3.03,0.0,1.38,21.1,7.493,6.92,6.39,6.0,10.04,6.15,81.0,0.0
SHANIA,F,11.91,14.5,54.0,26.803,8.22,6.78,133.45,49.483,17.77,16.4,10.47,13.88,19.72,322.22,6.0
SHANIAH,F,1.33,5.0,0.0,2.11,0.0,1.2,8.06,3.087,6.76,5.8,5.5,5.29,6.91,74.17,0.0
SHANICE,F,2.29,7.0,9.0,6.097,4.42,5.6,76.35,28.79,17.55,12.25,8.83,15.04,14.81,200.68,0.0
SHANIKA,F,1.2,0.0,6.0,2.4,0.0,1.0,6.25,2.417,10.13,9.1,0.0,14.3,9.83,129.88,0.0
SHANIQUA,F,1.14,0.0,10.0,3.713,0.0,1.0,7.19,2.73,17.04,12.84,5.0,8.16,12.99,131.21,0.0
SHANITA,F,1.11,0.0,0.0,0.37,0.0,1.0,3.0,1.333,8.37,7.21,0.0,8.55,7.06,73.36,0.0
SHANIYA,F,1.14,0.0,0.0,0.38,0.0,1.0,15.53,5.51,15.0,9.79,5.0,8.47,11.68,208.59,0.0
SHANIYAH,F,0.0,0.0,0.0,0.0,0.0,0.0,6.91,2.303,8.81,6.78,0.0,6.0,9.11,125.86,0.0
SHANNA,F,3.45,8.16,6.0,5.87,3.2,3.0,12.0,6.067,13.94,16.22,10.26,14.33,20.27,331.34,7.0
SHANNAH,F,1.3,0.0,0.0,0.433,0.0,2.11,6.13,2.747,5.33,0.0,0.0,5.86,5.42,24.62,0.0
SHANNAN,F,1.17,0.0,5.0,2.057,4.0,4.84,21.64,10.16,6.84,7.57,5.72,9.19,7.18,84.59,0.0
SHANNEN,F,1.11,0.0,7.0,2.703,4.5,10.37,16.54,10.47,8.25,6.02,0.0,10.57,8.7,38.98,0.0
SHANNON,F,21.6,73.56,5.0,33.387,83.84,124.43,1259.75,489.34,96.83,95.19,41.07,109.1,93.72,3005.2,16.46
SHANNON,M,1.33,6.62,6.0,4.65,0.0,1.79,5.5,2.43,17.99,25.48,9.89,17.54,30.43,462.25,7.12
SHANON,F,1.0,5.0,5.0,3.667,0.0,1.67,8.86,3.51,6.67,7.15,5.94,8.2,6.43,71.84,0.0
SHANTA,F,1.0,0.0,0.0,0.333,0.0,1.0,3.0,1.333,9.59,7.86,0.0,7.34,8.8,94.65,0.0
SHANTAE,F,1.6,0.0,0.0,0.533,0.0,0.0,4.54,1.513,6.23,5.65,0.0,6.14,5.55,38.37,0.0
SHANTAY,F,1.0,0.0,0.0,0.333,0.0,0.0,5.75,1.917,5.97,5.83,0.0,5.75,5.0,26.46,0.0
SHANTE,F,1.0,0.0,9.0,3.333,0.0,0.0,7.37,2.457,10.5,8.2,5.0,9.37,6.76,115.9,0.0
SHANTEL,F,3.43,7.6,6.0,5.677,0.0,1.71,9.87,3.86,9.67,7.3,8.61,9.57,9.26,190.77,0.0
SHANTELL,F,1.5,0.0,5.0,2.167,0.0,1.44,6.0,2.48,6.44,6.21,5.85,6.4,8.69,95.09,0.0
SHANTELLE,F,2.78,5.75,5.0,4.51,3.0,2.15,14.53,6.56,6.4,5.83,5.86,6.58,6.65,50.94,0.0
SHANYA,F,1.0,0.0,0.0,0.333,0.0,1.0,5.58,2.193,7.96,6.35,0.0,7.14,6.57,49.83,0.0
SHAQUILLE,M,4.33,0.0,5.0,3.11,0.0,1.0,19.63,6.877,20.16,15.64,10.75,15.51,18.07,197.7,0.0
SHAQUITA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,7.68,0.0,7.8,8.76,68.31,0.0
SHARA,F,1.11,5.0,6.0,4.037,0.0,1.2,6.22,2.473,6.54,5.97,5.53,7.46,6.53,61.86,0.0
SHARALYN,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.58,0.0
SHAREN,F,1.0,6.17,12.0,6.39,0.0,1.4,0.0,0.467,6.82,7.37,6.0,6.92,5.79,55.62,0.0
SHARI,F,1.25,11.23,5.0,5.827,0.0,2.44,4.0,2.147,18.36,25.73,9.19,20.52,15.13,458.96,8.33
SHARIE,F,1.0,6.5,0.0,2.5,0.0,1.0,0.0,0.333,5.25,5.54,0.0,6.73,5.0,27.82,0.0
SHARISE,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.69,5.0,0.0,5.75,0.0,15.73,0.0
SHARLA,F,2.29,6.0,5.0,4.43,0.0,1.0,5.82,2.273,5.44,6.2,6.28,7.03,8.24,75.82,0.0
SHARLEEN,F,1.6,5.43,21.0,9.343,0.0,3.3,3.67,2.323,6.68,6.07,5.0,6.28,5.5,29.82,0.0
SHARLENE,F,1.53,8.94,5.0,5.157,0.0,8.57,4.21,4.26,7.7,7.82,6.93,9.07,6.56,125.26,0.0
SHARMAINE,F,1.5,0.0,0.0,0.5,0.0,1.33,4.69,2.007,5.65,5.5,0.0,6.45,5.11,26.48,0.0
SHARMAN,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,8.6,6.98,5.0,7.46,6.5,29.82,0.0
SHARON,F,5.36,97.0,6.0,36.12,5.0,113.21,42.75,53.653,185.5,251.7,61.68,153.25,174.88,6674.54,31.45
SHARONA,F,1.5,0.0,0.0,0.5,0.0,1.0,4.0,1.667,6.12,5.75,0.0,6.0,5.5,16.55,0.0
SHARONDA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54,9.18,0.0,8.23,10.44,112.29,0.0
SHARRON,F,1.0,12.0,10.0,7.667,0.0,6.05,0.0,2.017,8.07,12.5,7.58,16.89,14.66,189.3,6.0
SHARYL,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,6.83,6.45,0.0,7.42,5.5,47.84,0.0
SHARYN,F,1.0,6.0,15.0,7.333,0.0,2.43,0.0,0.81,10.73,11.01,6.11,12.38,8.03,95.24,0.0
SHAUGHN,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,0.0,0.0,0.0,5.0,0.0,10.18,0.0
SHAUL,M,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.09,0.0,0.0,0.0,0.0,11.87,0.0
SHAUN,M,13.16,27.39,8.0,16.183,8.89,115.24,302.26,142.13,25.49,27.57,15.23,32.16,24.17,849.49,7.58
SHAUNA,F,4.86,19.02,7.0,10.293,19.68,8.11,149.85,59.213,11.69,13.19,15.36,18.21,12.83,357.76,5.0
SHAUNE,M,1.0,0.0,6.0,2.333,0.0,1.33,0.0,0.443,5.0,0.0,0.0,0.0,0.0,11.38,0.0
SHAUNNA,F,2.33,5.0,5.0,4.11,0.0,3.62,19.42,7.68,5.72,5.8,5.58,7.69,6.53,45.09,0.0
SHAURYA,M,2.5,0.0,5.0,2.5,0.0,1.4,13.64,5.013,6.16,5.67,0.0,13.44,7.5,45.37,0.0
SHAVON,F,1.0,0.0,0.0,0.333,0.0,1.0,3.0,1.333,8.51,7.9,0.0,13.22,6.85,69.11,0.0
SHAVONNE,F,1.3,0.0,0.0,0.433,0.0,1.29,3.5,1.597,7.92,8.39,0.0,8.64,6.37,53.45,0.0
SHAW,M,1.2,0.0,0.0,0.4,0.0,1.35,5.5,2.283,5.0,0.0,0.0,5.25,0.0,16.77,0.0
SHAWN,F,1.18,8.41,5.0,4.863,0.0,1.33,0.0,0.443,14.9,25.05,8.51,21.2,17.96,411.62,7.0
SHAWN,M,30.8,65.63,6.0,34.143,0.0,4.48,36.05,13.51,100.0,110.23,44.86,96.67,86.86,3704.96,24.67
SHAWNA,F,6.0,25.15,5.0,12.05,0.0,1.09,9.19,3.427,13.41,22.72,16.63,32.26,20.31,611.95,5.6
SHAWNDA,F,1.0,0.0,6.0,2.333,0.0,0.0,0.0,0.0,5.57,6.6,0.0,6.84,6.87,55.2,0.0
SHAWNEE,F,2.29,0.0,5.0,2.43,0.0,1.4,5.0,2.133,6.25,6.46,5.95,7.46,6.02,55.55,0.0
SHAY,F,3.04,5.67,9.0,5.903,0.0,1.61,12.9,4.837,6.14,5.98,6.08,7.65,6.62,94.73,0.0
SHAY,M,2.87,5.0,5.0,4.29,21.26,30.15,202.32,84.577,5.68,5.76,6.1,6.39,6.3,68.92,0.0
SHAYAAN,M,1.6,0.0,8.0,3.2,0.0,1.7,26.25,9.317,7.89,6.0,0.0,6.83,5.78,30.47,0.0
SHAYAN,M,2.77,5.0,5.0,4.257,0.0,1.67,37.79,13.153,6.17,5.5,0.0,16.54,5.81,46.7,0.0
SHAYE,F,3.12,5.33,8.0,5.483,0.0,1.5,6.95,2.817,5.32,5.5,7.33,8.17,6.83,35.34,0.0
SHAYLA,F,24.19,17.81,6.0,16.0,0.0,1.5,41.55,14.35,14.5,15.26,11.53,18.82,18.11,469.74,0.0
SHAYLEE,F,5.04,6.0,8.0,6.347,0.0,1.0,5.19,2.063,6.35,7.36,10.19,9.03,8.18,158.44,0.0
SHAYLYN,F,3.37,5.33,6.0,4.9,0.0,1.33,0.0,0.443,6.34,5.97,5.93,6.5,5.73,52.18,0.0
SHAYN,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,0.0,5.0,0.0,7.0,0.0,10.57,0.0
SHAYNA,F,9.4,9.58,7.0,8.66,0.0,1.21,18.8,6.67,11.65,9.51,6.58,12.5,9.61,265.78,5.0
SHAYNE,M,7.5,12.87,5.0,8.457,5.5,2.75,35.05,14.433,7.61,7.21,6.69,8.7,7.65,158.58,6.0
SHEA,M,5.84,7.44,7.0,6.76,76.11,4.46,58.16,46.243,8.2,6.47,6.28,8.91,6.54,123.97,5.0
SHEA,F,4.23,5.64,7.0,5.623,0.0,1.12,6.72,2.613,8.17,7.1,7.52,8.91,7.83,162.41,0.0
SHEAMUS,M,1.3,0.0,5.0,2.1,0.0,1.0,3.0,1.333,5.0,0.0,0.0,5.5,0.0,14.26,0.0
SHEAN,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.0,0.0,0.0,0.0,0.0,10.89,0.0
SHEBA,F,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.667,5.45,5.5,0.0,5.5,5.17,18.11,0.0
SHEELAGH,F,1.0,0.0,6.0,2.333,0.0,1.67,0.0,0.557,0.0,0.0,0.0,0.0,0.0,7.0,0.0
SHEENA,F,5.08,16.81,5.0,8.963,0.0,8.91,10.68,6.53,20.97,21.26,15.72,21.95,24.23,304.23,7.0
SHEILA,F,3.91,38.66,12.0,18.19,3.0,10.27,8.4,7.223,68.77,72.93,20.22,45.39,77.83,2180.64,17.27
SHEKINAH,F,2.55,0.0,5.0,2.517,0.0,1.0,10.67,3.89,5.68,6.22,0.0,5.25,6.3,47.0,0.0
SHELA,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.0,0.0,0.0,6.33,5.12,20.26,0.0
SHELAGH,F,1.0,6.31,5.0,4.103,0.0,2.72,0.0,0.907,5.67,0.0,0.0,0.0,0.0,10.6,0.0
SHELAH,F,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,9.27,0.0
SHELBI,F,2.12,0.0,9.0,3.707,0.0,1.56,5.43,2.33,6.39,9.2,7.7,7.98,10.97,101.58,0.0
SHELBIE,F,2.28,0.0,6.0,2.76,0.0,2.06,11.15,4.403,6.71,8.85,7.78,8.84,10.28,72.01,0.0
SHELBY,M,4.18,6.0,6.0,5.393,0.0,1.0,3.83,1.61,6.44,6.95,6.7,7.82,10.55,118.01,0.0
SHELBY,F,56.12,29.4,5.0,30.173,5.5,10.72,126.25,47.49,31.7,49.38,32.24,48.1,67.36,1411.55,12.4
SHELDEN,M,1.12,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.0
SHELDON,M,19.68,19.0,5.0,14.56,0.0,1.12,26.74,9.287,11.82,9.88,7.35,9.8,9.53,279.39,0.0
SHELIA,F,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,24.68,16.99,5.83,9.49,51.29,477.12,0.0
SHELLEY,F,2.21,74.8,6.0,27.67,4.33,26.57,21.06,17.32,22.67,41.95,18.05,37.1,28.37,696.73,8.61
SHELLEY,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,0.0,5.0,5.56,17.88,0.0
SHELLI,F,1.0,6.0,6.0,4.333,0.0,1.29,0.0,0.43,6.28,9.43,6.21,16.57,8.42,112.6,0.0
SHELLIE,F,1.0,7.0,6.0,4.667,0.0,1.42,4.4,1.94,6.71,10.04,7.26,14.66,8.79,81.05,0.0
SHELLY,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,5.0,0.0,5.0,5.35,21.47,0.0
SHELLY,F,2.55,26.59,7.0,12.047,3.0,3.91,8.63,5.18,20.85,55.99,23.11,39.53,34.73,904.63,7.94
SHELTON,M,1.36,0.0,0.0,0.453,0.0,1.0,5.67,2.223,8.28,5.92,0.0,7.3,7.46,88.44,0.0
SHEM,M,1.0,0.0,0.0,0.333,0.0,1.0,5.13,2.043,5.0,0.0,5.0,5.0,0.0,11.75,0.0
SHEMAR,M,1.8,0.0,10.0,3.933,0.0,0.0,4.75,1.583,9.2,6.2,0.0,7.57,9.42,97.55,0.0
SHENA,F,1.0,0.0,0.0,0.333,0.0,1.0,3.0,1.333,6.57,5.83,0.0,7.35,6.81,47.96,0.0
SHEONA,F,1.0,0.0,0.0,0.333,0.0,2.96,0.0,0.987,0.0,0.0,0.0,0.0,0.0,5.6,0.0
SHEREE,F,1.5,10.4,16.0,9.3,3.0,7.21,9.29,6.5,11.89,12.26,7.47,11.87,10.39,178.14,5.0
SHERI,F,1.67,22.21,8.0,10.627,0.0,1.62,5.5,2.373,21.65,36.01,15.47,36.45,25.97,727.54,6.6
SHERIDAN,F,2.5,5.0,8.0,5.167,0.0,1.91,10.06,3.99,6.67,6.42,6.34,7.82,8.02,66.38,0.0
SHERIE,F,1.0,0.0,6.0,2.333,0.0,1.6,4.33,1.977,6.13,6.73,5.9,10.59,6.65,71.57,0.0
SHERIL,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.0,5.0,0.0,7.71,5.0,18.05,0.0
SHERILL,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,5.67,5.0,0.0,6.5,6.0,19.6,0.0
SHERILYN,F,1.31,5.0,6.0,4.103,0.0,2.0,4.0,2.0,5.49,6.01,5.14,6.85,6.84,47.83,0.0
SHERITA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.69,0.0,6.0,7.48,71.75,0.0
SHERLEY,F,0.0,0.0,7.0,2.333,0.0,1.0,0.0,0.333,5.67,0.0,0.0,0.0,5.54,12.24,0.0
SHERLYN,F,1.5,0.0,0.0,0.5,0.0,1.0,4.0,1.667,11.4,7.85,12.48,17.99,10.92,95.86,0.0
SHERMAN,M,1.27,5.33,5.0,3.867,0.0,0.0,0.0,0.0,11.48,10.56,6.26,8.82,15.03,285.79,0.0
SHERRI,F,1.9,21.74,5.0,9.547,0.0,1.14,4.83,1.99,34.55,45.89,18.08,33.91,40.2,1006.6,6.85
SHERRIE,F,1.0,7.65,5.0,4.55,0.0,1.33,6.45,2.593,14.75,17.62,11.03,18.28,19.52,377.38,0.0
SHERRILL,F,1.0,0.0,5.0,2.0,0.0,1.14,0.0,0.38,6.94,8.11,5.33,10.23,6.63,94.96,0.0
SHERRY,F,3.53,40.34,5.0,16.29,0.0,1.25,5.65,2.3,66.84,87.71,24.9,49.28,99.25,2207.24,14.13
SHERRYL,F,0.0,5.0,8.0,4.333,0.0,1.2,0.0,0.4,6.23,6.89,5.0,8.97,6.89,74.6,0.0
SHERWOOD,M,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,7.08,5.41,0.0,6.69,6.06,49.55,0.0
SHERYL,F,1.81,18.0,10.0,9.937,0.0,10.03,5.06,5.03,27.32,52.9,15.52,33.54,30.14,845.39,7.36
SHERYLL,F,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.437,6.37,6.06,0.0,7.31,5.37,31.8,0.0
SHEVAUN,F,1.0,0.0,0.0,0.333,0.0,1.1,3.71,1.603,0.0,0.0,0.0,0.0,0.0,7.0,0.0
SHEVON,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,5.75,6.0,0.0,0.0,0.0,13.52,0.0
SHEYLA,F,1.0,0.0,0.0,0.333,0.0,0.0,3.5,1.167,7.67,8.43,6.64,13.33,10.45,78.91,0.0
SHIANNE,F,2.81,6.0,7.0,5.27,0.0,1.57,10.55,4.04,6.96,7.0,6.4,8.38,7.25,88.31,0.0
SHIELA,F,1.0,6.2,8.0,5.067,0.0,1.0,0.0,0.333,5.96,6.14,6.0,7.18,6.58,55.8,0.0
SHIFRA,F,1.0,0.0,0.0,0.333,0.0,1.0,5.59,2.197,12.12,0.0,0.0,0.0,0.0,22.33,0.0
SHILOH,M,1.38,5.0,7.0,4.46,0.0,1.67,14.53,5.4,7.39,6.11,5.67,7.13,6.79,74.62,0.0
SHILOH,F,5.55,6.5,12.0,8.017,0.0,1.86,22.86,8.24,10.66,8.17,7.2,8.77,9.62,149.34,0.0
SHIMON,M,0.0,0.0,0.0,0.0,0.0,1.0,11.74,4.247,29.76,0.0,0.0,5.0,0.0,55.18,0.0
SHIMSHON,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,8.86,0.0
SHIRA,F,1.5,0.0,5.0,2.167,0.0,1.0,7.9,2.967,8.88,6.1,0.0,9.16,5.95,72.5,0.0
SHIRLEE,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,6.9,8.19,5.57,8.19,6.02,69.55,0.0
SHIRLENE,F,0.0,0.0,6.0,2.0,0.0,1.0,0.0,0.333,6.49,5.95,6.7,7.54,6.62,60.71,0.0
SHIRLEY,F,3.41,70.63,37.0,37.013,3.0,21.57,10.16,11.577,163.04,215.4,54.34,87.92,179.66,5072.94,41.85
SHIRLEY,M,0.0,0.0,5.0,1.667,0.0,0.0,0.0,0.0,8.61,7.13,6.18,5.9,9.38,87.62,0.0
SHIV,M,1.2,0.0,6.0,2.4,0.0,1.0,21.74,7.58,6.05,6.67,0.0,8.39,6.84,43.59,0.0
SHIVAM,M,1.82,5.0,5.0,3.94,0.0,1.4,24.89,8.763,8.0,6.32,0.0,9.8,5.67,42.43,0.0
SHIVANI,F,1.72,6.33,5.0,4.35,0.0,1.23,42.6,14.61,7.78,8.24,5.0,14.78,6.6,64.0,0.0
SHLOMO,M,1.0,0.0,5.0,2.0,0.0,2.0,9.68,3.893,22.47,5.0,0.0,6.0,5.5,55.67,0.0
SHMUEL,M,1.0,0.0,5.0,2.0,0.0,1.0,9.84,3.613,16.58,6.5,0.0,6.29,5.5,63.25,0.0
SHON,M,1.33,0.0,7.0,2.777,0.0,1.2,3.2,1.467,7.01,7.31,6.49,8.12,6.51,78.17,0.0
SHONA,F,1.42,6.33,8.0,5.25,8.13,55.54,73.1,45.59,6.06,6.36,0.0,8.24,5.96,37.47,0.0
SHONDA,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,9.6,8.27,5.0,8.37,13.15,137.85,0.0
SHONNA,F,1.0,6.0,5.0,4.0,0.0,1.0,3.0,1.333,6.08,6.15,6.0,6.71,6.31,50.64,0.0
SHOSHANA,F,1.0,0.0,7.0,2.667,0.0,1.0,7.9,2.967,12.47,5.89,0.0,9.85,5.67,65.67,0.0
SHOSHANNAH,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,0.0,0.0,0.0,5.0,0.0,7.54,0.0
SHRAGA,M,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.083,8.39,0.0,0.0,0.0,0.0,13.44,0.0
SHREYA,F,2.35,5.33,9.0,5.56,3.0,1.91,44.75,16.553,9.68,7.65,5.5,14.9,9.06,119.71,0.0
SHRIYA,F,1.2,0.0,6.0,2.4,0.0,1.0,20.15,7.05,6.56,5.86,0.0,11.55,8.1,66.9,0.0
SHYANN,F,2.33,5.0,6.0,4.443,0.0,1.0,6.33,2.443,7.88,8.82,6.54,8.92,8.71,157.05,0.0
SHYANNE,F,5.15,7.09,5.0,5.747,0.0,1.0,12.1,4.367,9.04,10.16,7.87,12.54,10.03,209.36,0.0
SHYLA,F,8.35,6.79,6.0,7.047,0.0,1.2,19.95,7.05,6.82,6.88,6.43,8.02,7.58,105.09,0.0
SIAN,F,1.07,0.0,7.0,2.69,9.83,15.37,291.35,105.517,6.0,0.0,0.0,5.25,5.0,14.8,0.0
SIANA,F,1.5,0.0,5.0,2.167,0.0,1.38,15.3,5.56,5.6,5.0,0.0,7.09,7.0,23.37,0.0
SIANI,F,0.0,0.0,0.0,0.0,0.0,1.0,4.86,1.953,12.67,0.0,0.0,0.0,0.0,40.25,0.0
SIANNA,F,2.0,0.0,5.0,2.333,0.0,1.5,18.79,6.763,6.17,5.0,7.0,8.95,7.38,40.41,0.0
SIBYL,F,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,7.48,6.11,6.0,5.0,10.18,37.8,0.0
SID,M,1.0,0.0,0.0,0.333,0.0,1.0,25.26,8.753,5.27,5.0,0.0,5.71,5.61,21.19,0.0
SIDDHARTH,M,1.83,0.0,7.0,2.943,0.0,1.0,12.72,4.573,7.46,6.79,5.0,15.11,7.95,71.32,0.0
SIDNEE,F,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,0.0,5.5,5.0,5.5,5.0,20.0,0.0
SIDNEY,F,7.16,10.89,7.0,8.35,0.0,1.22,10.9,4.04,10.65,16.19,9.95,14.68,13.59,169.68,0.0
SIDNEY,M,4.12,10.0,84.0,32.707,0.0,1.45,124.47,41.973,22.15,13.51,6.81,11.24,23.62,607.09,5.2
SIDONIE,F,1.0,0.0,0.0,0.333,0.0,1.14,5.5,2.213,0.0,0.0,0.0,0.0,0.0,7.0,0.0
SIDRA,F,1.64,0.0,6.0,2.547,0.0,1.25,27.5,9.583,5.37,6.0,0.0,5.2,5.25,18.28,0.0
SIEGFRIED,M,1.0,0.0,6.0,2.333,0.0,1.0,3.0,1.333,5.0,0.0,0.0,5.5,0.0,9.82,0.0
SIENA,F,4.39,9.58,5.0,6.323,3.0,2.15,48.75,17.967,11.04,8.12,8.64,19.45,14.09,168.82,0.0
SIENNA,F,19.32,36.52,6.0,20.613,32.33,39.24,830.15,300.573,19.73,17.39,17.45,30.84,18.12,464.5,6.5
SIERA,F,1.65,5.0,5.0,3.883,0.0,1.0,3.0,1.333,5.62,6.72,6.0,6.81,6.03,77.69,0.0
SIERRA,F,37.0,37.0,5.0,26.333,3.5,1.4,9.65,4.85,47.8,54.78,38.12,71.78,62.1,1311.78,11.5
SIGMUND,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,10.12,7.89,0.0,0.0,0.0,26.62,0.0
SIGNE,F,1.11,0.0,5.0,2.037,0.0,1.0,3.0,1.333,5.62,6.32,0.0,6.21,0.0,21.6,0.0
SIGOURNEY,F,1.33,0.0,0.0,0.443,0.0,1.25,5.12,2.123,0.0,0.0,0.0,9.0,5.0,13.27,0.0
SIGRID,F,1.0,5.0,5.0,3.667,0.0,1.1,4.0,1.7,5.47,5.62,0.0,5.9,0.0,21.57,0.0
SIGURD,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,6.0,5.67,0.0,0.0,0.0,10.27,0.0
SILAS,M,15.17,18.84,6.0,13.337,0.0,1.26,26.05,9.103,14.73,22.35,17.96,21.95,15.2,272.4,9.14
SILVA,F,1.0,0.0,5.0,2.0,0.0,0.0,5.11,1.703,5.0,0.0,0.0,7.21,5.0,9.82,0.0
SILVANA,F,1.22,5.4,12.0,6.207,0.0,1.09,4.15,1.747,6.33,5.0,5.75,7.91,7.98,29.46,0.0
SILVER,F,3.6,0.0,6.0,3.2,0.0,1.2,12.71,4.637,5.0,5.5,0.0,7.25,5.67,15.19,0.0
SILVER,M,1.11,0.0,0.0,0.37,0.0,1.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,7.48,0.0
SILVESTER,M,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,5.23,12.45,0.0
SILVESTRE,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,5.0,7.83,0.0,12.48,7.16,22.45,0.0
SILVIA,F,1.53,5.62,8.0,5.05,0.0,1.0,10.95,3.983,7.18,6.79,6.62,26.16,10.15,152.68,0.0
SILVIO,M,1.22,0.0,7.0,2.74,0.0,1.0,4.0,1.667,7.67,5.0,0.0,6.05,5.0,24.74,0.0
SIM,M,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,6.11,0.0,0.0,0.0,5.72,16.96,0.0
SIMA,F,1.0,0.0,0.0,0.333,0.0,1.29,7.05,2.78,9.07,5.5,0.0,5.4,0.0,21.09,0.0
SIMEON,M,2.2,5.0,5.0,4.067,0.0,1.4,42.79,14.73,6.79,6.77,5.9,7.26,6.41,56.56,0.0
SIMON,M,30.2,27.41,9.0,22.203,11.68,81.57,233.89,109.047,13.61,15.19,11.41,21.58,14.94,409.71,6.0
SIMONA,F,1.5,0.0,5.0,2.167,0.0,1.37,18.58,6.65,6.27,6.0,0.0,7.16,8.1,30.47,0.0
