name,gender,AB_avgVal,BC_avgVal,OT_avgVal,CN_avgVal,NI_avgVal,SC_avgVal,EW_avgVal,UK_avgVal,13_avgVal,BS_avgVal,FS_avgVal,PC_avgVal,TE_avgVal,USA_avgVal,VR_avgVal
GONZALO,M,1.0,0.0,0.0,0.333,0.0,1.0,3.33,1.443,6.85,6.69,6.86,13.75,14.06,90.09,0.0
GORDAN,M,1.0,0.0,5.0,2.0,0.0,1.33,0.0,0.443,0.0,0.0,0.0,0.0,0.0,12.29,0.0
GORDEN,M,1.17,5.67,16.0,7.613,0.0,1.0,0.0,0.333,5.8,5.5,0.0,5.0,6.0,23.98,0.0
GORDIE,M,1.1,0.0,0.0,0.367,0.0,1.0,0.0,0.333,0.0,5.0,0.0,0.0,0.0,6.77,0.0
GORDON,M,10.92,101.44,508.0,206.787,3.0,149.55,13.68,55.41,29.89,50.02,16.44,34.71,22.78,1121.32,15.97
GORDY,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.03,0.0
GRACE,F,86.5,39.26,283.0,136.253,149.21,95.56,3126.75,1123.84,99.58,93.71,32.64,77.19,63.99,3495.82,16.35
GRACEE,F,1.29,0.0,0.0,0.43,0.0,0.0,3.0,1.0,6.75,6.13,8.0,5.6,6.07,58.71,0.0
GRACELYN,F,5.07,0.0,10.0,5.023,0.0,1.0,4.71,1.903,11.7,13.98,7.85,10.32,14.39,174.51,0.0
GRACELYNN,F,2.42,7.0,7.0,5.473,0.0,0.0,0.0,0.0,10.08,12.3,7.16,11.83,14.56,226.55,0.0
GRACEY,F,1.77,0.0,8.0,3.257,0.0,2.0,17.0,6.333,6.14,6.26,5.77,5.85,6.66,59.59,0.0
GRACI,F,1.33,0.0,0.0,0.443,0.0,1.0,3.71,1.57,5.33,6.71,5.0,5.0,6.21,64.14,0.0
GRACIA,F,1.22,0.0,5.0,2.073,0.0,1.0,4.29,1.763,5.0,5.0,0.0,5.5,5.71,14.76,0.0
GRACIE,F,22.14,18.06,7.0,15.733,18.62,29.32,642.05,229.997,21.16,34.22,27.82,24.07,33.53,513.07,6.12
GRACIELA,F,1.0,0.0,0.0,0.333,0.0,1.0,3.67,1.557,5.85,6.33,6.95,18.22,21.7,153.66,0.0
GRACIELLA,F,1.0,0.0,0.0,0.333,0.0,0.0,3.67,1.223,0.0,0.0,0.0,6.04,6.62,20.24,0.0
GRACYN,F,2.14,0.0,8.0,3.38,0.0,1.0,0.0,0.333,7.33,7.33,7.0,6.86,7.64,135.77,0.0
GRADIE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,10.39,0.0
GRADY,M,13.75,11.47,6.0,10.407,0.0,1.21,7.71,2.973,15.24,14.37,10.0,11.64,18.74,343.4,7.67
GRAEME,M,8.28,14.18,5.0,9.153,6.33,177.26,7.67,63.753,6.58,6.92,5.5,6.54,6.85,35.12,0.0
GRAESON,M,2.0,0.0,0.0,0.667,0.0,1.0,0.0,0.333,0.0,0.0,5.0,0.0,5.0,22.48,0.0
GRAHAM,M,18.48,27.29,14.0,19.923,5.89,131.24,27.26,54.797,12.99,18.35,13.04,14.02,14.93,282.37,5.9
GRAHAME,M,0.0,0.0,0.0,0.0,0.0,4.04,5.0,3.013,0.0,0.0,0.0,0.0,0.0,6.0,0.0
GRAINNE,F,1.0,0.0,0.0,0.333,14.16,1.37,7.29,7.607,6.0,0.0,0.0,0.0,0.0,6.69,0.0
GRANGER,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,0.0,0.0,0.0,0.0,8.33,10.92,0.0
GRANT,M,12.2,28.57,25.0,21.923,4.2,123.79,58.37,62.12,18.48,35.82,17.19,33.34,26.02,866.46,5.0
GRANVILLE,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,6.29,5.75,0.0,5.33,7.1,42.38,0.0
GRAYDEN,M,3.59,5.33,7.0,5.307,0.0,1.0,0.0,0.333,5.95,6.4,5.9,6.2,5.54,55.04,0.0
GRAYSEN,M,3.56,5.5,6.0,5.02,0.0,1.0,4.0,1.667,6.67,7.28,6.69,8.53,7.04,79.79,0.0
GRAYSON,F,1.43,0.0,5.0,2.143,0.0,1.0,0.0,0.333,8.74,5.93,0.0,7.58,7.47,77.74,0.0
GRAYSON,M,44.12,28.68,6.0,26.267,3.0,9.11,103.45,38.52,34.63,42.66,25.77,33.72,55.7,497.89,10.71
GRECIA,F,1.33,0.0,0.0,0.443,0.0,1.0,0.0,0.333,6.18,7.45,7.81,21.1,18.52,135.62,0.0
GREER,F,1.25,0.0,5.0,2.083,0.0,1.52,3.0,1.507,5.43,5.89,0.0,5.57,6.29,28.96,0.0
GREG,M,2.36,6.95,5.0,4.77,3.0,80.38,23.67,35.683,22.84,48.47,18.94,39.35,30.21,824.45,6.62
GREGG,M,1.67,7.22,5.0,4.63,0.0,10.57,7.44,6.003,18.04,25.67,8.54,21.13,10.47,350.26,6.0
GREGGORY,M,1.57,0.0,5.0,2.19,0.0,1.0,0.0,0.333,5.64,6.31,5.33,6.75,6.0,70.24,0.0
GREGOR,M,1.1,6.0,5.0,4.033,3.0,67.81,23.58,31.463,5.0,0.0,0.0,6.17,0.0,11.46,0.0
GREGORIO,M,1.0,0.0,6.0,2.333,0.0,0.0,4.0,1.333,6.33,6.25,5.8,10.57,18.05,81.89,0.0
GREGORY,M,26.76,93.19,10.0,43.317,4.33,10.9,135.53,50.253,168.23,195.49,51.89,160.37,159.82,5340.72,24.36
GREIG,M,0.0,7.0,7.0,4.667,0.0,39.24,4.0,14.413,0.0,5.0,0.0,6.0,0.0,11.26,0.0
GRETA,F,3.41,5.8,21.0,10.07,3.0,2.35,41.35,15.567,8.49,10.28,7.47,9.64,8.72,182.75,6.0
GRETCHEN,F,1.67,0.0,5.0,2.223,0.0,1.0,5.2,2.067,13.12,17.91,7.34,14.35,10.13,395.68,6.0
GRETEL,F,1.0,0.0,0.0,0.333,0.0,1.0,6.15,2.383,0.0,0.0,0.0,8.0,8.09,12.18,0.0
GRETTA,F,1.17,0.0,6.0,2.39,0.0,0.0,3.0,1.0,6.04,5.77,0.0,5.5,6.86,28.31,0.0
GREYSEN,M,2.75,0.0,5.0,2.583,0.0,0.0,3.0,1.0,5.75,6.46,5.39,8.79,6.03,54.14,0.0
GREYSON,M,14.24,21.7,6.0,13.98,0.0,1.67,22.5,8.057,24.03,29.76,18.42,24.15,26.51,464.62,7.5
GRIER,F,1.29,0.0,0.0,0.43,0.0,1.22,0.0,0.407,0.0,5.0,0.0,6.0,5.0,15.0,0.0
GRIER,M,1.0,0.0,0.0,0.333,0.0,1.25,0.0,0.417,5.0,0.0,0.0,0.0,0.0,6.81,0.0
GRIFF,M,0.0,0.0,0.0,0.0,0.0,1.5,12.0,4.5,0.0,0.0,0.0,0.0,0.0,7.39,0.0
GRIFFIN,M,21.57,26.26,5.0,17.61,0.0,1.87,11.95,4.607,23.52,29.73,13.65,25.04,19.94,274.89,6.69
GRIFFITH,M,1.0,0.0,0.0,0.333,0.0,1.0,4.53,1.843,6.75,0.0,0.0,6.0,0.0,13.56,0.0
GRIGOR,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,0.0,0.0,0.0,7.2,0.0,7.75,0.0
GRISELDA,F,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.333,5.62,9.84,6.5,19.85,13.12,99.68,0.0
GROVER,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,13.57,7.77,5.17,6.4,14.39,197.52,0.0
GRUFFUDD,M,0.0,0.0,0.0,0.0,0.0,0.0,10.16,3.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRUFFYDD,M,0.0,0.0,0.0,0.0,0.0,1.0,16.63,5.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUADALUPE,F,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,12.8,12.42,13.72,66.2,31.25,474.05,0.0
GUADALUPE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,6.61,7.55,15.38,39.98,192.55,0.0
GUDRUN,F,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.0,6.2,0.0,0.0,0.0,10.78,0.0
GUIDO,M,1.0,0.0,5.0,2.0,0.0,1.4,3.0,1.467,9.42,6.24,0.0,9.5,0.0,30.6,0.0
GUILLAUME,M,1.5,0.0,5.0,2.167,0.0,1.0,6.39,2.463,0.0,0.0,0.0,0.0,0.0,8.67,0.0
GUILLERMO,M,1.25,0.0,0.0,0.417,0.0,1.0,3.17,1.39,8.85,7.34,8.76,33.01,20.66,252.85,0.0
GUINEVERE,F,1.18,0.0,0.0,0.393,0.0,1.0,5.86,2.287,5.53,6.86,5.0,6.38,8.7,25.31,0.0
GUNNAR,M,4.23,5.86,6.0,5.363,0.0,1.25,4.0,1.75,9.27,12.13,8.46,14.9,10.98,115.29,5.0
GUNNER,M,4.31,5.75,5.0,5.02,0.0,0.0,5.0,1.667,11.94,14.5,11.22,13.37,23.88,325.63,0.0
GUNTER,M,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.86,0.0
GUNTHER,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.1,0.0,0.0,5.75,0.0,12.53,0.0
GURLEEN,F,5.82,18.71,5.0,9.843,0.0,1.11,18.95,6.687,6.22,0.0,0.0,8.22,0.0,20.7,0.0
GUS,M,2.92,5.0,7.0,4.973,0.0,1.54,18.11,6.55,8.12,7.45,5.78,8.61,8.61,134.62,0.0
GUSS,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,5.41,14.09,0.0
GUSSIE,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52,6.25,0.0,0.0,12.21,127.02,0.0
GUSTAF,M,1.0,0.0,0.0,0.333,0.0,1.0,3.0,1.333,5.67,5.5,0.0,0.0,0.0,8.39,0.0
GUSTAV,M,1.17,0.0,0.0,0.39,0.0,1.0,6.5,2.5,7.2,6.27,0.0,5.0,5.0,28.89,0.0
GUSTAVE,M,1.0,0.0,6.0,2.333,0.0,1.0,4.0,1.667,10.01,6.81,0.0,5.5,6.92,39.14,0.0
GUSTAVO,M,1.33,0.0,6.0,2.443,0.0,1.0,8.5,3.167,11.27,10.1,12.1,47.1,18.79,344.37,0.0
GUTO,M,0.0,0.0,0.0,0.0,0.0,0.0,13.47,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUY,M,1.94,16.67,14.0,10.87,3.33,9.43,116.79,43.183,21.75,19.34,9.25,21.0,20.44,656.62,7.19
GWEN,F,3.47,8.16,6.0,5.877,0.0,6.06,32.95,13.003,10.24,11.63,7.36,10.55,10.34,235.34,0.0
GWENDA,F,0.0,0.0,5.0,1.667,0.0,1.0,0.0,0.333,5.68,5.13,0.0,5.65,6.27,37.02,0.0
GWENDOLEN,F,0.0,0.0,5.0,1.667,0.0,1.17,5.0,2.057,0.0,0.0,0.0,0.0,0.0,11.38,0.0
GWENDOLINE,F,1.5,7.0,20.0,9.5,0.0,2.4,6.06,2.82,0.0,0.0,0.0,0.0,0.0,6.61,0.0
GWENDOLYN,F,3.81,8.98,32.0,14.93,0.0,1.17,10.2,3.79,26.87,22.2,7.83,17.77,39.99,879.77,5.44
GWENETH,F,1.0,0.0,6.0,2.333,0.0,0.0,3.0,1.0,0.0,5.5,0.0,7.12,0.0,15.08,0.0
GWENEVERE,F,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,6.0,0.0,0.0,5.0,5.5,17.14,0.0
GWENLLIAN,F,0.0,0.0,0.0,0.0,0.0,0.0,17.6,5.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GWENN,F,1.2,0.0,0.0,0.4,0.0,1.0,0.0,0.333,6.2,5.83,0.0,5.33,0.0,19.14,0.0
GWENYTH,F,2.2,5.0,5.0,4.067,0.0,1.0,4.0,1.667,6.32,6.46,6.55,9.45,6.89,44.65,0.0
GWILYM,M,0.0,0.0,0.0,0.0,0.0,1.0,12.58,4.527,0.0,0.0,0.0,0.0,0.0,5.0,0.0
GWYDION,M,1.0,0.0,0.0,0.333,0.0,1.0,4.9,1.967,0.0,0.0,0.0,0.0,0.0,5.0,0.0
GWYN,M,1.0,0.0,0.0,0.333,0.0,1.0,4.93,1.977,6.12,0.0,0.0,0.0,0.0,7.45,0.0
GWYNETH,F,2.63,6.0,5.0,4.543,0.0,1.21,8.55,3.253,6.79,8.11,7.05,12.94,7.59,51.57,0.0
GWYNNETH,F,1.0,0.0,6.0,2.333,0.0,1.0,0.0,0.333,0.0,0.0,0.0,5.0,0.0,8.46,0.0
GYPSY,F,1.0,0.0,0.0,0.333,0.0,1.17,11.19,4.12,0.0,0.0,0.0,6.25,5.0,13.03,0.0
HAAKON,M,1.12,0.0,0.0,0.373,0.0,1.0,0.0,0.333,0.0,6.0,0.0,0.0,0.0,10.8,0.0
HADASSA,F,1.0,0.0,0.0,0.333,0.0,1.0,6.38,2.46,7.31,5.0,0.0,7.0,6.92,23.4,0.0
HADASSAH,F,2.18,6.0,5.0,4.393,0.0,1.25,10.2,3.817,9.16,7.42,7.09,10.77,9.96,69.15,0.0
HADDEN,M,1.43,0.0,0.0,0.477,0.0,1.0,3.0,1.333,0.0,0.0,0.0,5.0,5.0,19.45,0.0
HADEN,M,1.53,0.0,5.0,2.177,0.0,1.0,5.37,2.123,6.51,6.63,6.27,6.44,8.33,52.25,0.0
HADI,M,4.11,5.0,6.0,5.037,0.0,1.54,25.05,8.863,6.38,10.43,0.0,10.93,7.17,46.58,0.0
HADLEE,F,1.57,0.0,0.0,0.523,0.0,0.0,0.0,0.0,6.08,7.75,8.1,7.58,9.18,99.55,0.0
HADLEIGH,F,2.11,0.0,6.0,2.703,0.0,1.0,4.0,1.667,7.18,7.21,6.0,6.62,10.26,82.09,0.0
HADLEY,M,1.5,0.0,0.0,0.5,0.0,1.5,31.74,11.08,0.0,5.61,5.25,0.0,6.33,16.95,0.0
HADLEY,F,11.5,13.56,5.0,10.02,0.0,2.33,13.75,5.36,18.18,31.25,18.45,18.9,31.61,406.13,7.4
HADRIAN,M,1.3,0.0,0.0,0.433,0.0,1.0,3.86,1.62,5.0,5.0,0.0,7.0,5.5,17.96,0.0
HADYN,M,1.33,0.0,0.0,0.443,0.0,1.93,8.67,3.533,0.0,5.0,0.0,0.0,6.0,21.08,0.0
HAFSA,F,4.0,5.0,5.0,4.667,0.0,3.27,148.2,50.49,6.99,7.16,0.0,7.17,7.22,45.9,0.0
HAFSAH,F,1.33,0.0,9.0,3.443,0.0,2.96,102.15,35.037,5.42,5.0,0.0,5.0,5.0,19.4,0.0
HAGAN,M,1.0,0.0,0.0,0.333,0.0,1.0,3.0,1.333,5.33,6.0,0.0,5.0,6.38,25.68,0.0
HAGEN,M,1.0,0.0,0.0,0.333,0.0,1.0,3.5,1.5,6.87,5.94,6.53,6.3,8.02,57.0,0.0
HAIDEN,M,3.47,5.33,6.0,4.933,0.0,2.53,15.58,6.037,7.19,7.49,5.5,7.78,8.25,115.42,0.0
HAIDER,M,1.62,0.0,7.0,2.873,0.0,1.64,79.63,27.09,5.85,6.0,0.0,5.67,7.0,20.11,0.0
HAIDYN,F,1.8,0.0,6.0,2.6,0.0,1.0,0.0,0.333,7.07,6.42,6.0,6.94,6.68,67.43,0.0
HAILEE,F,6.17,8.0,7.0,7.057,0.0,1.0,5.0,2.0,10.49,12.9,11.24,16.52,13.21,381.11,0.0
HAILEIGH,F,1.33,0.0,5.0,2.11,0.0,1.0,0.0,0.333,6.34,5.55,5.0,5.5,6.15,62.04,0.0
HAILEY,F,90.77,61.84,11.0,54.537,4.33,5.33,19.45,9.703,81.93,94.81,57.85,123.31,102.59,2984.64,14.35
HAILIE,F,2.57,5.0,5.0,4.19,3.0,2.95,10.62,5.523,8.09,8.96,7.48,12.35,9.16,156.0,0.0
HAILY,F,2.0,0.0,6.0,2.667,0.0,2.0,0.0,0.667,6.05,6.57,5.58,8.67,7.29,76.68,0.0
HAKEEM,M,1.2,0.0,5.0,2.067,0.0,1.5,20.79,7.43,9.06,6.93,0.0,7.61,7.92,98.51,0.0
HAL,M,1.0,6.0,6.0,4.333,0.0,1.36,18.74,6.7,9.08,7.97,7.11,8.66,9.1,121.4,0.0
HALE,M,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,11.93,0.0
HALEE,F,1.54,0.0,0.0,0.513,0.0,1.0,0.0,0.333,6.26,6.05,5.5,6.82,6.77,71.78,0.0
HALEEMA,F,1.41,0.0,5.0,2.137,0.0,2.41,89.75,30.72,6.0,0.0,0.0,5.67,0.0,10.63,0.0
HALEIGH,F,3.39,6.0,14.0,7.797,0.0,1.7,4.0,1.9,12.02,11.03,7.01,10.02,17.23,372.14,5.0
HALEN,M,1.86,0.0,0.0,0.62,0.0,0.0,4.0,1.333,0.0,0.0,0.0,6.42,6.07,26.68,0.0
HALEY,F,43.29,28.73,7.0,26.34,3.0,5.26,9.0,5.753,66.89,81.45,31.78,72.59,107.57,1612.83,12.5
HALEY,M,1.25,0.0,0.0,0.417,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.67,38.0,12.33,0.0
HALI,F,1.64,0.0,5.0,2.213,0.0,1.67,3.75,1.807,7.43,7.85,5.86,7.29,8.47,71.8,0.0
HALIE,F,1.9,0.0,6.0,2.633,0.0,1.0,3.0,1.333,8.89,10.21,6.31,9.65,10.97,169.77,0.0
HALIMA,F,2.21,0.0,6.0,2.737,0.0,1.47,115.45,38.973,6.04,5.85,5.0,5.63,6.5,29.96,0.0
HALL,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,5.0,11.74,0.0
HALLAM,M,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HALLE,F,14.13,12.4,8.0,11.51,4.75,13.67,99.05,39.157,9.47,14.24,13.28,14.31,13.92,214.87,0.0
HALLEY,F,1.21,5.0,9.0,5.07,0.0,1.08,3.0,1.36,7.22,6.35,5.72,8.1,6.48,64.58,0.0
HALLIE,F,5.08,6.87,7.0,6.317,5.0,9.29,101.76,38.683,9.84,11.4,11.99,11.88,13.45,211.76,0.0
HALO,F,2.44,0.0,0.0,0.813,0.0,2.0,4.25,2.083,6.47,5.53,5.67,8.85,6.07,69.0,0.0
HALSEY,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,0.0,8.26,0.0
HAMILTON,M,1.2,0.0,7.0,2.733,0.0,1.39,6.0,2.463,6.04,5.28,0.0,7.87,5.73,42.94,0.0
HAMISH,M,1.93,6.25,5.0,4.393,3.5,40.45,102.84,48.93,0.0,0.0,0.0,5.0,0.0,9.8,0.0
HAMLET,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0
HAMMOND,M,1.0,0.0,0.0,0.333,0.0,1.0,0.0,0.333,6.0,0.0,0.0,0.0,0.0,8.24,0.0
HAMPTON,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,6.93,0.0,0.0,5.0,5.71,28.72,0.0
HAMZA,M,9.67,6.4,6.0,7.357,0.0,4.8,304.26,103.02,10.99,12.09,6.81,14.5,8.53,154.71,0.0
HAMZAH,M,2.06,0.0,7.0,3.02,0.0,2.85,100.84,34.563,5.95,5.62,0.0,6.76,6.29,34.97,0.0
HANA,F,8.39,14.09,7.0,9.827,3.25,5.46,143.35,50.687,9.04,8.02,6.96,15.55,7.86,156.78,0.0
HANAH,F,1.75,0.0,5.0,2.25,0.0,1.11,7.4,2.837,5.57,6.39,6.0,6.86,6.15,51.32,0.0
HANAN,F,2.25,0.0,10.0,4.083,0.0,1.31,24.1,8.47,5.5,6.03,0.0,5.8,6.0,32.28,0.0
HANIYA,F,2.71,0.0,5.0,2.57,0.0,2.83,37.53,13.453,9.5,5.0,0.0,7.0,5.67,23.11,0.0
HANK,M,1.87,5.0,7.0,4.623,0.0,1.5,3.67,1.723,6.56,8.75,7.73,8.69,7.57,97.26,0.0
HANLEY,M,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.667,7.75,0.0,0.0,0.0,0.0,10.47,0.0
HANNA,F,22.85,22.3,6.0,17.05,9.08,8.89,160.55,59.507,17.23,23.85,12.45,28.84,23.61,266.41,5.0
HANNAH,F,136.69,94.75,23.0,84.813,164.84,245.54,3058.5,1156.293,93.02,139.54,83.61,137.74,137.49,3057.01,28.93
HANNE,F,1.0,0.0,0.0,0.333,0.0,1.0,3.25,1.417,0.0,0.0,0.0,0.0,0.0,7.39,0.0
HANNELORE,F,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.333,0.0,0.0,0.0,0.0,0.0,7.36,0.0
HANS,M,1.95,7.15,6.0,5.033,0.0,1.5,7.63,3.043,7.13,7.16,5.95,10.12,6.01,105.43,0.0
HANSEL,M,1.33,0.0,0.0,0.443,0.0,1.0,3.87,1.623,6.25,6.5,7.0,9.63,6.57,25.73,0.0
HAPPY,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.78,0.0
HARALD,M,1.0,0.0,8.0,3.0,0.0,1.12,3.0,1.373,5.5,0.0,0.0,0.0,5.0,11.87,0.0
HARDEN,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,7.23,0.0,0.0,0.0,7.0,11.52,0.0
HARDING,M,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,10.08,6.0,0.0,5.0,11.29,20.73,0.0
HARDY,M,1.6,0.0,0.0,0.533,0.0,1.0,6.33,2.443,6.95,5.0,0.0,5.8,7.09,39.38,0.0
HARI,M,1.0,0.0,5.0,2.0,0.0,1.43,51.58,17.67,5.67,0.0,0.0,6.29,0.0,14.28,0.0
HARIS,M,1.89,0.0,5.0,2.297,0.0,5.22,102.63,35.95,6.62,5.45,0.0,6.75,5.25,36.0,0.0
HARISON,M,1.0,0.0,0.0,0.333,0.0,1.0,5.5,2.167,0.0,0.0,0.0,0.0,0.0,5.1,0.0
HARLAN,M,2.42,5.0,5.0,4.14,0.0,1.6,16.89,6.163,6.54,14.71,5.71,8.21,7.33,168.07,0.0
HARLAND,M,1.22,0.0,5.0,2.073,0.0,1.0,4.67,1.89,5.86,7.45,5.0,6.2,5.92,41.26,5.0
HARLEE,F,2.8,0.0,5.0,2.6,0.0,1.17,4.88,2.017,6.45,6.69,6.41,7.29,8.8,150.28,0.0
HARLEE,M,1.2,0.0,0.0,0.4,0.0,1.0,19.64,6.88,5.67,0.0,0.0,0.0,0.0,8.02,0.0
HARLEEN,F,4.92,18.88,7.0,10.267,0.0,1.75,33.2,11.65,6.43,9.0,5.0,9.48,8.0,22.68,0.0
HARLEIGH,F,1.73,0.0,0.0,0.577,0.0,2.46,17.95,6.803,6.68,6.06,6.5,6.56,7.75,107.37,0.0
HARLEIGH,M,1.0,0.0,0.0,0.333,0.0,1.0,5.92,2.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARLEM,M,1.11,0.0,0.0,0.37,0.0,1.0,10.58,3.86,6.94,6.74,0.0,11.2,7.31,73.94,0.0
HARLEY,F,5.31,5.33,5.0,5.213,3.6,8.93,78.45,30.327,16.14,14.16,9.92,15.41,27.21,356.02,5.0
HARLEY,M,9.08,8.02,12.0,9.7,15.75,16.93,777.53,270.07,8.34,12.53,7.44,9.2,11.52,278.08,5.0
HARLIE,F,1.54,0.0,0.0,0.513,0.0,2.14,15.5,5.88,5.82,6.17,6.29,6.1,7.2,118.32,0.0
HARLOW,F,13.8,13.14,7.0,11.313,0.0,8.14,50.5,19.547,9.23,12.96,10.38,26.17,13.07,267.79,0.0
HARLY,M,1.0,0.0,0.0,0.333,0.0,1.0,3.57,1.523,0.0,0.0,0.0,0.0,0.0,5.6,0.0
HARMAN,M,2.91,13.86,6.0,7.59,0.0,1.0,16.58,5.86,5.11,0.0,0.0,9.72,0.0,12.12,0.0
HARMON,M,1.17,0.0,0.0,0.39,0.0,0.0,0.0,0.0,6.53,5.85,0.0,5.72,7.17,47.09,0.0
HARMONI,F,1.0,0.0,0.0,0.333,0.0,1.0,5.07,2.023,9.41,7.94,0.0,7.1,9.37,67.63,0.0
HARMONIE,F,1.5,0.0,0.0,0.5,0.0,1.0,8.24,3.08,6.72,6.94,0.0,7.93,7.35,43.59,0.0
HARMONY,F,8.84,8.29,5.0,7.377,3.0,2.58,79.5,28.36,17.16,15.11,10.24,16.89,21.99,357.68,0.0
HAROLD,M,2.29,41.09,579.0,207.46,0.0,1.67,25.37,9.013,117.48,159.29,34.02,56.99,106.13,4036.63,26.03
HARON,M,1.0,0.0,0.0,0.333,0.0,0.0,4.56,1.52,0.0,0.0,0.0,0.0,0.0,7.32,0.0
HAROON,M,2.36,5.0,5.0,4.12,0.0,3.06,68.95,24.003,6.14,5.43,0.0,5.92,5.75,22.33,0.0
HAROUN,M,1.2,0.0,0.0,0.4,0.0,1.2,6.28,2.493,0.0,0.0,0.0,0.0,0.0,8.33,0.0
HARPER,M,2.83,0.0,6.0,2.943,3.5,3.73,20.0,9.077,8.66,9.1,6.62,9.66,9.63,40.6,0.0
HARPER,F,19.84,33.14,6.0,19.66,17.75,23.92,162.14,67.937,60.25,90.41,52.1,58.59,83.48,1165.26,15.14
HARRI,M,0.0,0.0,0.0,0.0,3.0,2.0,89.74,31.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRIE,M,0.0,0.0,0.0,0.0,0.0,1.2,7.68,2.96,0.0,0.0,0.0,0.0,0.0,8.85,0.0
HARRIET,F,1.88,5.87,40.0,15.917,6.23,11.29,830.5,282.673,34.11,35.98,8.35,15.46,12.81,647.45,9.19
HARRIETT,F,1.0,0.0,15.0,5.333,0.0,1.25,41.0,14.083,10.75,12.71,5.89,8.97,7.51,164.2,6.0
HARRIETTA,F,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,9.38,0.0
HARRIETTE,F,1.0,0.0,0.0,0.333,0.0,1.17,20.3,7.157,7.95,8.23,5.8,7.46,5.73,78.82,0.0
HARRIS,M,3.32,5.75,11.0,6.69,4.67,66.79,110.32,60.593,8.07,6.76,5.56,6.15,7.35,107.18,0.0
HARRISON,M,22.44,22.97,7.0,17.47,14.76,40.19,1608.68,554.543,19.75,19.61,15.72,21.85,20.71,489.91,5.67
HARRY,M,3.79,24.03,357.0,128.273,124.37,100.07,5465.79,1896.743,107.76,83.56,20.34,40.59,58.36,3089.07,14.1
HART,M,1.0,0.0,0.0,0.333,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,9.01,0.0
HARTLEY,M,1.33,0.0,7.0,2.777,0.0,2.0,12.5,4.833,5.2,5.33,0.0,0.0,0.0,14.58,0.0
HARTLEY,F,1.57,0.0,6.0,2.523,0.0,1.0,0.0,0.333,6.25,5.0,5.17,10.2,6.57,34.04,0.0
HARVEY,M,3.04,14.02,94.0,37.02,24.65,24.38,1455.26,501.43,29.17,32.07,9.97,16.12,29.76,872.1,6.35
HARVIE,M,1.0,0.0,5.0,2.0,0.0,1.47,13.58,5.017,5.48,0.0,0.0,0.0,6.37,19.55,0.0
HARVY,M,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.5,0.0,0.0,0.0,5.62,14.67,0.0
HASAN,M,3.1,0.0,5.0,2.7,0.0,3.44,141.89,48.443,7.52,7.17,0.0,9.92,6.6,69.95,0.0
